HHID,homeMGRA,income,personID,personNum,personType,personAge,Employment Category,StudentCategory,WorkSegment,SchoolSegment,WorkLocation,WorkLocationDistance,WorkLocationLogsum,SchoolLocation,SchoolLocationDistance,SchoolLocationLogsum
19,3,14000,37,1,1,35,1,3,0,-1,8,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,9,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,10,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
19,3,14000,38,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,1,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,2,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,3,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,4,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,5,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,6,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,7,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,8,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,9,0,0,-1,0,0
20,3,14000,39,1,1,35,1,3,0,-1,10,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
20,3,14000,40,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
21,3,14000,41,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,1,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,2,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,3,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,4,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,5,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,6,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,7,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,8,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,9,0,0,-1,0,0
21,3,14000,42,1,1,35,1,3,0,-1,10,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,1,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,2,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,3,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,4,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,5,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,6,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,7,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,8,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,9,0,0,-1,0,0
22,3,67000,43,1,1,35,1,3,0,-1,10,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
22,3,67000,44,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
23,3,67000,45,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,1,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,2,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,3,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,4,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,5,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,6,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,7,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,8,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,9,0,0,-1,0,0
23,3,67000,46,1,1,35,1,3,0,-1,10,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
24,3,67000,47,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,1,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,2,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,3,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,4,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,5,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,6,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,7,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,8,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,9,0,0,-1,0,0
24,3,67000,48,1,1,35,1,3,0,-1,10,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,1,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,2,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,3,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,4,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,5,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,6,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,7,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,8,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,9,0,0,-1,0,0
25,3,12000,49,1,1,35,1,3,0,-1,10,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
25,3,12000,50,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
26,3,12000,51,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,1,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,2,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,3,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,4,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,5,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,6,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,7,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,8,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,9,0,0,-1,0,0
26,3,12000,52,1,1,35,1,3,0,-1,10,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,1,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,2,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,3,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,4,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,5,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,6,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,7,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,8,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,9,0,0,-1,0,0
27,3,12000,53,1,1,35,1,3,0,-1,10,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
27,3,12000,54,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
28,4,14000,55,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,1,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,2,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,3,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,4,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,5,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,6,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,7,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,8,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,9,0,0,-1,0,0
28,4,14000,56,1,1,35,1,3,0,-1,10,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,1,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,2,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,3,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,4,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,5,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,6,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,7,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,8,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,9,0,0,-1,0,0
29,4,14000,57,1,1,35,1,3,0,-1,10,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
29,4,14000,58,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,1,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,2,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,3,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,4,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,5,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,6,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,7,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,8,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,9,0,0,-1,0,0
30,4,14000,59,1,1,35,1,3,0,-1,10,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
30,4,14000,60,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,1,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,2,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,3,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,4,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,5,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,6,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,7,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,8,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,9,0,0,-1,0,0
31,4,67000,61,1,1,35,1,3,0,-1,10,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
31,4,67000,62,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
32,4,67000,63,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,1,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,2,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,3,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,4,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,5,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,6,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,7,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,8,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,9,0,0,-1,0,0
32,4,67000,64,1,1,35,1,3,0,-1,10,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
33,4,67000,65,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,1,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,2,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,3,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,4,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,5,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,6,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,7,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,8,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,9,0,0,-1,0,0
33,4,67000,66,1,1,35,1,3,0,-1,10,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
34,4,12000,67,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,1,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,2,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,3,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,4,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,5,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,6,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,7,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,8,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,9,0,0,-1,0,0
34,4,12000,68,1,1,35,1,3,0,-1,10,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
35,4,12000,69,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,1,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,2,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,3,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,4,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,5,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,6,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,7,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,8,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,9,0,0,-1,0,0
35,4,12000,70,1,1,35,1,3,0,-1,10,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
36,4,12000,71,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,1,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,2,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,3,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,4,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,5,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,6,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,7,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,8,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,9,0,0,-1,0,0
36,4,12000,72,1,1,35,1,3,0,-1,10,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,1,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,2,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,3,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,4,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,5,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,6,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,7,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,8,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,9,0,0,-1,0,0
37,5,14000,73,1,1,35,1,3,0,-1,10,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
37,5,14000,74,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
