Purpose,EntryPeriod,ReturnPeriod,Percent
2,4,4,0
2,5,4,0
2,6,4,0
2,7,4,0
2,8,4,0
2,9,4,0
2,10,4,0
2,11,4,0
2,12,4,0
2,13,4,0
2,14,4,0
2,15,4,0
2,16,4,0
2,17,4,0
2,18,4,0
2,19,4,0
2,20,4,0
2,21,4,0
2,22,4,0
2,23,4,0
2,24,4,0
2,25,4,0
2,26,4,0
2,27,4,0
2,28,4,0
2,29,4,0
2,30,4,0
2,31,4,0
2,32,4,0
2,33,4,0
2,34,4,0
2,35,4,0
2,36,4,0
2,37,4,0
2,38,4,0
2,39,4,0
2,40,4,0
2,1,5,0
2,2,5,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
2,15,5,0
2,16,5,0
2,17,5,0
2,18,5,0
2,19,5,0
2,20,5,0
2,21,5,0
2,22,5,0
2,23,5,0
2,24,5,0
2,25,5,0
2,26,5,0
2,27,5,0
2,28,5,0
2,29,5,0
2,30,5,0
2,31,5,0
2,32,5,0
2,33,5,0
2,34,5,0
2,35,5,0
2,36,5,0
2,37,5,0
2,38,5,0
2,39,5,0
2,40,5,0
2,1,6,0
2,2,6,0
2,3,6,0
2,4,6,0
2,5,6,0
2,6,6,0
2,7,6,0
2,8,6,0
2,9,6,0
2,10,6,0
2,11,6,0
2,12,6,0
2,13,6,0
2,14,6,0
2,15,6,0
2,16,6,0
2,17,6,0
2,18,6,0
2,19,6,0
2,20,6,0
2,21,6,0
2,22,6,0
2,23,6,0
2,24,6,0
2,25,6,0
2,26,6,0
2,27,6,0
2,28,6,0
2,29,6,0
2,30,6,0
2,31,6,0
2,32,6,0
2,33,6,0
2,34,6,0
2,35,6,0
2,36,6,0
2,37,6,0
2,38,6,0
2,39,6,0
2,40,6,0
2,1,7,0
2,2,7,0
2,3,7,0
2,4,7,0
2,5,7,0
2,6,7,0
2,7,7,0
2,8,7,0
2,9,7,0
2,10,7,0
2,11,7,0
2,12,7,0
2,13,7,0
2,14,7,0
2,15,7,0
2,16,7,0
2,17,7,0
2,18,7,0
2,19,7,0
2,20,7,0
2,21,7,0
2,22,7,0
2,23,7,0
2,24,7,0
2,25,7,0
2,26,7,0
2,27,7,0
2,28,7,0
2,29,7,0
2,30,7,0
2,31,7,0
2,32,7,0
2,33,7,0
2,34,7,0
2,35,7,0
2,36,7,0
2,37,7,0
2,38,7,0
2,39,7,0
2,40,7,0
2,1,8,0
2,2,8,0
2,3,8,0
2,4,8,0
2,5,8,0
2,6,8,0
2,7,8,0
2,8,8,0
2,9,8,0
2,10,8,0
2,11,8,0
2,12,8,0
2,13,8,0
2,14,8,0
2,15,8,0
2,16,8,0
2,17,8,0
2,18,8,0
2,19,8,0
2,20,8,0
2,21,8,0
2,22,8,0
2,23,8,0
2,24,8,0
2,25,8,0
2,26,8,0
2,27,8,0
2,28,8,0
2,29,8,0
2,30,8,0
2,31,8,0
2,32,8,0
2,33,8,0
2,34,8,0
2,35,8,0
2,36,8,0
2,37,8,0
2,38,8,0
2,39,8,0
2,40,8,0
2,1,9,0
2,2,9,0
2,3,9,0
2,4,9,0
2,5,9,0
2,6,9,0
2,7,9,0
2,8,9,0
2,9,9,0
2,10,9,0
2,11,9,0
2,12,9,0
2,13,9,0
2,14,9,0
2,15,9,0
2,16,9,0
2,17,9,0
2,18,9,0
2,19,9,0
2,20,9,0
2,21,9,0
2,22,9,0
2,23,9,0
2,24,9,0
2,25,9,0
2,26,9,0
2,27,9,0
2,28,9,0
2,29,9,0
2,30,9,0
2,31,9,0
2,32,9,0
2,33,9,0
2,34,9,0
2,35,9,0
2,36,9,0
2,37,9,0
2,38,9,0
2,39,9,0
2,40,9,0
2,1,10,0
2,2,10,0
2,3,10,0
2,4,10,0
2,5,10,0
2,6,10,0
2,7,10,0
2,8,10,0
2,9,10,0
2,10,10,0
2,11,10,0
2,12,10,0
2,13,10,0
2,14,10,0
2,15,10,0
2,16,10,0
2,17,10,0
2,18,10,0
2,19,10,0
2,20,10,0
2,21,10,0
2,22,10,0
2,23,10,0
2,24,10,0
2,25,10,0
2,26,10,0
2,27,10,0
2,28,10,0
2,29,10,0
2,30,10,0
2,31,10,0
2,32,10,0
2,33,10,0
2,34,10,0
2,35,10,0
2,36,10,0
2,37,10,0
2,38,10,0
2,39,10,0
2,40,10,0
2,1,11,0
2,2,11,0
2,3,11,0
2,4,11,0
2,5,11,0
2,6,11,0
2,7,11,0
2,8,11,0
2,9,11,0
2,10,11,0
2,11,11,0
2,12,11,0
2,13,11,0
2,14,11,0
2,15,11,0
2,16,11,0
2,17,11,0
2,18,11,0
2,19,11,0
2,20,11,0
2,21,11,0
2,22,11,0
2,23,11,0
2,24,11,0
2,25,11,0
2,26,11,0
2,27,11,0
2,28,11,0
2,29,11,0
2,30,11,0
2,31,11,0
2,32,11,0
2,33,11,0
2,34,11,0
2,35,11,0
2,36,11,0
2,37,11,0
2,38,11,0
2,39,11,0
2,40,11,0
2,1,12,0
2,2,12,0
2,3,12,0
2,4,12,0
2,5,12,0
2,6,12,0
2,7,12,0
2,8,12,0
2,9,12,0
2,10,12,0
2,11,12,0
2,12,12,0
2,13,12,0
2,14,12,0
2,15,12,0
2,16,12,0
2,17,12,0
2,18,12,0
2,19,12,0
2,20,12,0
2,21,12,0
2,22,12,0
2,23,12,0
2,24,12,0
2,25,12,0
2,26,12,0
2,27,12,0
2,28,12,0
2,29,12,0
2,30,12,0
2,31,12,0
2,32,12,0
2,33,12,0
2,34,12,0
2,35,12,0
2,36,12,0
2,37,12,0
2,38,12,0
2,39,12,0
2,40,12,0
2,1,13,0
2,2,13,0
2,3,13,0
2,4,13,0
2,5,13,0
2,6,13,0
2,7,13,0
2,8,13,0
2,9,13,0
2,10,13,0
2,11,13,0
2,12,13,0
2,13,13,0
2,14,13,0
2,15,13,0
2,16,13,0
2,17,13,0
2,18,13,0
2,19,13,0
2,20,13,0
2,21,13,0
2,22,13,0
2,23,13,0
2,24,13,0
2,25,13,0
2,26,13,0
2,27,13,0
2,28,13,0
2,29,13,0
2,30,13,0
2,31,13,0
2,32,13,0
2,33,13,0
2,34,13,0
2,35,13,0
2,36,13,0
2,37,13,0
2,38,13,0
2,39,13,0
2,40,13,0
2,1,14,0
2,2,14,0
2,3,14,0
2,4,14,0
2,5,14,0
2,6,14,0
2,7,14,0
2,8,14,0
2,9,14,0
2,10,14,0
2,11,14,0
2,12,14,0
2,13,14,0
2,14,14,0
2,15,14,0
2,16,14,0
2,17,14,0
2,18,14,0
2,19,14,0
2,20,14,0
2,21,14,0
2,22,14,0
2,23,14,0
2,24,14,0
2,25,14,0
2,26,14,0
2,27,14,0
2,28,14,0
2,29,14,0
2,30,14,0
2,31,14,0
2,32,14,0
2,33,14,0
2,34,14,0
2,35,14,0
2,36,14,0
2,37,14,0
2,38,14,0
2,39,14,0
2,40,14,0
2,1,15,0
2,2,15,0
2,3,15,0
2,4,15,0
2,5,15,0
2,6,15,0
2,7,15,0
2,8,15,0
2,9,15,0
2,10,15,0
2,11,15,0
2,12,15,0
2,13,15,0
2,14,15,0
2,15,15,0
2,16,15,0
2,17,15,0
2,18,15,0
2,19,15,0
2,20,15,0
2,21,15,0
2,22,15,0
2,23,15,0
2,24,15,0
2,25,15,0
2,26,15,0
2,27,15,0
2,28,15,0
2,29,15,0
2,30,15,0
2,31,15,0
2,32,15,0
2,33,15,0
2,34,15,0
2,35,15,0
2,36,15,0
2,37,15,0
2,38,15,0
2,39,15,0
2,40,15,0
2,1,16,0
2,2,16,0
2,3,16,0
2,4,16,0
2,5,16,0
2,6,16,0
2,7,16,0
2,8,16,0
2,9,16,0
2,10,16,0
2,11,16,0
2,12,16,0
2,13,16,0
2,14,16,0
2,15,16,0
2,16,16,0
2,17,16,0
2,18,16,0
2,19,16,0
2,20,16,0
2,21,16,0
2,22,16,0
2,23,16,0
2,24,16,0
2,25,16,0
2,26,16,0
2,27,16,0
2,28,16,0
2,29,16,0
2,30,16,0
2,31,16,0
2,32,16,0
2,33,16,0
2,34,16,0
2,35,16,0
2,36,16,0
2,37,16,0
2,38,16,0
2,39,16,0
2,40,16,0
2,1,17,0.0001
2,2,17,0.0002
2,3,17,0.0003
2,4,17,0
2,5,17,0
2,6,17,0
2,7,17,0
2,8,17,0
2,9,17,0.0042
2,10,17,0
2,11,17,0
2,12,17,0
2,13,17,0
2,14,17,0
2,15,17,0
2,16,17,0
2,17,17,0
2,18,17,0
2,19,17,0
2,20,17,0
2,21,17,0
2,22,17,0
2,23,17,0
2,24,17,0
2,25,17,0
2,26,17,0
2,27,17,0
2,28,17,0
2,29,17,0
2,30,17,0
2,31,17,0
2,32,17,0
2,33,17,0
2,34,17,0
2,35,17,0
2,36,17,0
2,37,17,0
2,38,17,0
2,39,17,0
2,40,17,0
2,1,18,0.0001
2,2,18,0.0002
2,3,18,0.0003
2,4,18,0
2,5,18,0
2,6,18,0
2,7,18,0
2,8,18,0.0046
2,9,18,0
2,10,18,0
2,11,18,0
2,12,18,0
2,13,18,0
2,14,18,0
2,15,18,0
2,16,18,0
2,17,18,0
2,18,18,0
2,19,18,0
2,20,18,0
2,21,18,0
2,22,18,0
2,23,18,0
2,24,18,0
2,25,18,0
2,26,18,0
2,27,18,0
2,28,18,0
2,29,18,0
2,30,18,0
2,31,18,0
2,32,18,0
2,33,18,0
2,34,18,0
2,35,18,0
2,36,18,0
2,37,18,0
2,38,18,0
2,39,18,0
2,40,18,0
2,1,19,0.0004
2,2,19,0.0007
2,3,19,0.0011
2,4,19,0
2,5,19,0
2,6,19,0
2,7,19,0.0024
2,8,19,0
2,9,19,0
2,10,19,0
2,11,19,0
2,12,19,0
2,13,19,0
2,14,19,0.005
2,15,19,0
2,16,19,0
2,17,19,0
2,18,19,0
2,19,19,0.003
2,20,19,0
2,21,19,0
2,22,19,0
2,23,19,0
2,24,19,0
2,25,19,0
2,26,19,0
2,27,19,0
2,28,19,0
2,29,19,0
2,30,19,0
2,31,19,0
2,32,19,0
2,33,19,0
2,34,19,0
2,35,19,0
2,36,19,0
2,37,19,0
2,38,19,0
2,39,19,0
2,40,19,0
2,1,20,1.00E-04
2,2,20,0.0001
2,3,20,0.0002
2,4,20,0
2,5,20,0
2,6,20,0.0024
2,7,20,0
2,8,20,0
2,9,20,0
2,10,20,0
2,11,20,0
2,12,20,0
2,13,20,0
2,14,20,0
2,15,20,0
2,16,20,0
2,17,20,0
2,18,20,0
2,19,20,0
2,20,20,0
2,21,20,0
2,22,20,0
2,23,20,0
2,24,20,0
2,25,20,0
2,26,20,0
2,27,20,0
2,28,20,0
2,29,20,0
2,30,20,0
2,31,20,0
2,32,20,0
2,33,20,0
2,34,20,0
2,35,20,0
2,36,20,0
2,37,20,0
2,38,20,0
2,39,20,0
2,40,20,0
2,1,21,0.0007
2,2,21,0.0011
2,3,21,0.0019
2,4,21,0
2,5,21,0
2,6,21,0
2,7,21,0
2,8,21,0.0098
2,9,21,0
2,10,21,0.0016
2,11,21,0
2,12,21,0
2,13,21,0.0025
2,14,21,0
2,15,21,0.0051
2,16,21,0
2,17,21,0
2,18,21,0
2,19,21,0
2,20,21,0
2,21,21,0
2,22,21,0
2,23,21,0
2,24,21,0
2,25,21,0
2,26,21,0
2,27,21,0
2,28,21,0
2,29,21,0
2,30,21,0
2,31,21,0
2,32,21,0
2,33,21,0
2,34,21,0
2,35,21,0
2,36,21,0
2,37,21,0
2,38,21,0
2,39,21,0
2,40,21,0
2,1,22,0.0006
2,2,22,0.0009
2,3,22,0.0014
2,4,22,0
2,5,22,0
2,6,22,0.0058
2,7,22,0
2,8,22,0.0041
2,9,22,0.0022
2,10,22,0
2,11,22,0
2,12,22,0
2,13,22,0
2,14,22,0
2,15,22,0
2,16,22,0.0036
2,17,22,0
2,18,22,0
2,19,22,0
2,20,22,0
2,21,22,0
2,22,22,0
2,23,22,0
2,24,22,0
2,25,22,0
2,26,22,0
2,27,22,0
2,28,22,0
2,29,22,0
2,30,22,0
2,31,22,0
2,32,22,0
2,33,22,0
2,34,22,0
2,35,22,0
2,36,22,0
2,37,22,0
2,38,22,0
2,39,22,0
2,40,22,0
2,1,23,0.0005
2,2,23,0.0008
2,3,23,0.0013
2,4,23,0
2,5,23,0.0024
2,6,23,0
2,7,23,0.0056
2,8,23,0
2,9,23,0
2,10,23,0
2,11,23,0
2,12,23,0.003
2,13,23,0
2,14,23,0
2,15,23,0
2,16,23,0
2,17,23,0
2,18,23,0.0025
2,19,23,0
2,20,23,0
2,21,23,0
2,22,23,0
2,23,23,0
2,24,23,0
2,25,23,0
2,26,23,0
2,27,23,0
2,28,23,0
2,29,23,0
2,30,23,0
2,31,23,0
2,32,23,0
2,33,23,0
2,34,23,0
2,35,23,0
2,36,23,0
2,37,23,0
2,38,23,0
2,39,23,0
2,40,23,0
2,1,24,0.0029
2,2,24,0.0043
2,3,24,0.0072
2,4,24,0
2,5,24,0
2,6,24,0.017
2,7,24,0.0024
2,8,24,0.0117
2,9,24,0.0041
2,10,24,0.0056
2,11,24,0
2,12,24,0
2,13,24,0.0149
2,14,24,0
2,15,24,0.0079
2,16,24,0
2,17,24,0.005
2,18,24,0.005
2,19,24,0
2,20,24,0
2,21,24,0
2,22,24,0
2,23,24,0
2,24,24,0
2,25,24,0
2,26,24,0
2,27,24,0
2,28,24,0
2,29,24,0
2,30,24,0
2,31,24,0
2,32,24,0
2,33,24,0
2,34,24,0
2,35,24,0
2,36,24,0
2,37,24,0
2,38,24,0
2,39,24,0
2,40,24,0
2,1,25,0.0012
2,2,25,0.0019
2,3,25,0.0031
2,4,25,0
2,5,25,0
2,6,25,0.0028
2,7,25,0.0074
2,8,25,0.0022
2,9,25,0.0041
2,10,25,0.0049
2,11,25,0.0035
2,12,25,0
2,13,25,0.005
2,14,25,0
2,15,25,0
2,16,25,0
2,17,25,0
2,18,25,0
2,19,25,0
2,20,25,0
2,21,25,0
2,22,25,0.0025
2,23,25,0
2,24,25,0
2,25,25,0
2,26,25,0
2,27,25,0
2,28,25,0
2,29,25,0
2,30,25,0
2,31,25,0
2,32,25,0
2,33,25,0
2,34,25,0
2,35,25,0
2,36,25,0
2,37,25,0
2,38,25,0
2,39,25,0
2,40,25,0
2,1,26,0.0021
2,2,26,0.0031
2,3,26,0.0052
2,4,26,0
2,5,26,0.0028
2,6,26,0
2,7,26,0.0134
2,8,26,0.0102
2,9,26,0.0074
2,10,26,0.0055
2,11,26,0
2,12,26,0.003
2,13,26,0
2,14,26,0
2,15,26,0.0076
2,16,26,0
2,17,26,0
2,18,26,0
2,19,26,0
2,20,26,0.0025
2,21,26,0.003
2,22,26,0
2,23,26,0
2,24,26,0
2,25,26,0
2,26,26,0
2,27,26,0
2,28,26,0
2,29,26,0
2,30,26,0
2,31,26,0
2,32,26,0
2,33,26,0
2,34,26,0
2,35,26,0
2,36,26,0
2,37,26,0
2,38,26,0
2,39,26,0
2,40,26,0
2,1,27,0.0017
2,2,27,0.0026
2,3,27,0.0043
2,4,27,0
2,5,27,0
2,6,27,0.0028
2,7,27,0.0133
2,8,27,0.0046
2,9,27,0.0105
2,10,27,0.0032
2,11,27,0.0021
2,12,27,0
2,13,27,0
2,14,27,0.005
2,15,27,0
2,16,27,0
2,17,27,0
2,18,27,0.0025
2,19,27,0.003
2,20,27,0
2,21,27,0
2,22,27,0
2,23,27,0
2,24,27,0
2,25,27,0
2,26,27,0
2,27,27,0
2,28,27,0
2,29,27,0
2,30,27,0
2,31,27,0
2,32,27,0
2,33,27,0
2,34,27,0
2,35,27,0
2,36,27,0
2,37,27,0
2,38,27,0
2,39,27,0
2,40,27,0
2,1,28,0.0024
2,2,28,0.0036
2,3,28,0.0061
2,4,28,0
2,5,28,0
2,6,28,0.0132
2,7,28,0.0024
2,8,28,0.002
2,9,28,0.0129
2,10,28,0.0052
2,11,28,0.0047
2,12,28,0.004
2,13,28,0.005
2,14,28,0
2,15,28,0.003
2,16,28,0
2,17,28,0
2,18,28,0
2,19,28,0.003
2,20,28,0
2,21,28,0.0072
2,22,28,0
2,23,28,0
2,24,28,0
2,25,28,0
2,26,28,0
2,27,28,0
2,28,28,0
2,29,28,0
2,30,28,0
2,31,28,0
2,32,28,0
2,33,28,0
2,34,28,0
2,35,28,0
2,36,28,0
2,37,28,0
2,38,28,0
2,39,28,0
2,40,28,0
2,1,29,0.001
2,2,29,0.0027
2,3,29,0.0045
2,4,29,0
2,5,29,0
2,6,29,0.0048
2,7,29,0.0077
2,8,29,0.0073
2,9,29,0
2,10,29,0
2,11,29,0
2,12,29,0.0036
2,13,29,0.003
2,14,29,0.0119
2,15,29,0
2,16,29,0
2,17,29,0
2,18,29,0.0036
2,19,29,0
2,20,29,0.003
2,21,29,0
2,22,29,0
2,23,29,0
2,24,29,0
2,25,29,0
2,26,29,0
2,27,29,0
2,28,29,0
2,29,29,0
2,30,29,0
2,31,29,0
2,32,29,0
2,33,29,0
2,34,29,0
2,35,29,0
2,36,29,0
2,37,29,0
2,38,29,0
2,39,29,0
2,40,29,0
2,1,30,0.004
2,2,30,0.006
2,3,30,0.01
2,4,30,0.0028
2,5,30,0
2,6,30,0.0036
2,7,30,0.0061
2,8,30,0.0096
2,9,30,0.0074
2,10,30,0.0027
2,11,30,0.0016
2,12,30,0.0172
2,13,30,0.0252
2,14,30,0.0145
2,15,30,0
2,16,30,0
2,17,30,0
2,18,30,0
2,19,30,0.004
2,20,30,0.003
2,21,30,0
2,22,30,0
2,23,30,0
2,24,30,0
2,25,30,0
2,26,30,0
2,27,30,0
2,28,30,0
2,29,30,0
2,30,30,0
2,31,30,0
2,32,30,0
2,33,30,0
2,34,30,0
2,35,30,0
2,36,30,0
2,37,30,0
2,38,30,0
2,39,30,0
2,40,30,0
2,1,31,0.0011
2,2,31,0.0017
2,3,31,0.0029
2,4,31,0
2,5,31,0.0024
2,6,31,0.002
2,7,31,0
2,8,31,0.0048
2,9,31,0.0024
2,10,31,0
2,11,31,0.0016
2,12,31,0
2,13,31,0.004
2,14,31,0
2,15,31,0.0025
2,16,31,0.005
2,17,31,0.004
2,18,31,0
2,19,31,0
2,20,31,0
2,21,31,0
2,22,31,0
2,23,31,0
2,24,31,0
2,25,31,0
2,26,31,0
2,27,31,0
2,28,31,0
2,29,31,0
2,30,31,0
2,31,31,0
2,32,31,0
2,33,31,0
2,34,31,0
2,35,31,0
2,36,31,0
2,37,31,0
2,38,31,0
2,39,31,0
2,40,31,0
2,1,32,0.0034
2,2,32,0.0051
2,3,32,0.0084
2,4,32,0
2,5,32,0.0024
2,6,32,0.0022
2,7,32,0
2,8,32,0.0024
2,9,32,0
2,10,32,0.0055
2,11,32,0.0021
2,12,32,0
2,13,32,0.0289
2,14,32,0.0025
2,15,32,0
2,16,32,0
2,17,32,0
2,18,32,0.0025
2,19,32,0.0076
2,20,32,0.004
2,21,32,0.012
2,22,32,0
2,23,32,0
2,24,32,0.005
2,25,32,0
2,26,32,0
2,27,32,0
2,28,32,0
2,29,32,0
2,30,32,0
2,31,32,0
2,32,32,0
2,33,32,0
2,34,32,0
2,35,32,0
2,36,32,0
2,37,32,0
2,38,32,0
2,39,32,0
2,40,32,0
2,1,33,0.0015
2,2,33,0.0022
2,3,33,0.0036
2,4,33,0
2,5,33,0.0024
2,6,33,0.0024
2,7,33,0
2,8,33,0.0028
2,9,33,0
2,10,33,0.0036
2,11,33,0
2,12,33,0.0025
2,13,33,0.0025
2,14,33,0.0025
2,15,33,0
2,16,33,0
2,17,33,0.0025
2,18,33,0
2,19,33,0
2,20,33,0
2,21,33,0
2,22,33,0.0131
2,23,33,0
2,24,33,0
2,25,33,0
2,26,33,0
2,27,33,0
2,28,33,0
2,29,33,0
2,30,33,0
2,31,33,0
2,32,33,0
2,33,33,0
2,34,33,0
2,35,33,0
2,36,33,0
2,37,33,0
2,38,33,0
2,39,33,0
2,40,33,0
2,1,34,0.0014
2,2,34,0.002
2,3,34,0.0034
2,4,34,0
2,5,34,0.0024
2,6,34,0
2,7,34,0
2,8,34,0.002
2,9,34,0.0076
2,10,34,0
2,11,34,0.0056
2,12,34,0
2,13,34,0
2,14,34,0.0076
2,15,34,0
2,16,34,0
2,17,34,0.008
2,18,34,0
2,19,34,0
2,20,34,0
2,21,34,0
2,22,34,0
2,23,34,0
2,24,34,0
2,25,34,0
2,26,34,0
2,27,34,0
2,28,34,0
2,29,34,0
2,30,34,0
2,31,34,0
2,32,34,0
2,33,34,0
2,34,34,0
2,35,34,0
2,36,34,0
2,37,34,0
2,38,34,0
2,39,34,0
2,40,34,0
2,1,35,0.0008
2,2,35,0.0012
2,3,35,0.0019
2,4,35,0
2,5,35,0
2,6,35,0
2,7,35,0.0096
2,8,35,0
2,9,35,0
2,10,35,0
2,11,35,0
2,12,35,0
2,13,35,0.005
2,14,35,0.0051
2,15,35,0
2,16,35,0
2,17,35,0
2,18,35,0
2,19,35,0
2,20,35,0
2,21,35,0
2,22,35,0
2,23,35,0
2,24,35,0
2,25,35,0
2,26,35,0
2,27,35,0
2,28,35,0
2,29,35,0
2,30,35,0
2,31,35,0
2,32,35,0
2,33,35,0
2,34,35,0
2,35,35,0
2,36,35,0
2,37,35,0
2,38,35,0
2,39,35,0
2,40,35,0
2,1,36,0.0003
2,2,36,0.0005
2,3,36,0.0008
2,4,36,0
2,5,36,0
2,6,36,0
2,7,36,0
2,8,36,0
2,9,36,0
2,10,36,0
2,11,36,0
2,12,36,0
2,13,36,0.0025
2,14,36,0.0025
2,15,36,0
2,16,36,0
2,17,36,0
2,18,36,0
2,19,36,0
2,20,36,0
2,21,36,0
2,22,36,0.0025
2,23,36,0
2,24,36,0
2,25,36,0
2,26,36,0
2,27,36,0
2,28,36,0
2,29,36,0
2,30,36,0
2,31,36,0
2,32,36,0
2,33,36,0
2,34,36,0
2,35,36,0
2,36,36,0
2,37,36,0
2,38,36,0
2,39,36,0
2,40,36,0
2,1,37,0.0014
2,2,37,0.002
2,3,37,0.0034
2,4,37,0
2,5,37,0
2,6,37,0
2,7,37,0
2,8,37,0
2,9,37,0.0043
2,10,37,0
2,11,37,0
2,12,37,0.004
2,13,37,0
2,14,37,0.0099
2,15,37,0
2,16,37,0
2,17,37,0
2,18,37,0
2,19,37,0.003
2,20,37,0
2,21,37,0.0051
2,22,37,0
2,23,37,0.0025
2,24,37,0
2,25,37,0
2,26,37,0.0025
2,27,37,0
2,28,37,0
2,29,37,0
2,30,37,0
2,31,37,0
2,32,37,0
2,33,37,0
2,34,37,0
2,35,37,0
2,36,37,0
2,37,37,0
2,38,37,0
2,39,37,0
2,40,37,0
2,1,38,0.0014
2,2,38,0.0021
2,3,38,0.0035
2,4,38,0
2,5,38,0
2,6,38,0.0026
2,7,38,0
2,8,38,0
2,9,38,0
2,10,38,0
2,11,38,0
2,12,38,0.005
2,13,38,0.0036
2,14,38,0
2,15,38,0.004
2,16,38,0.0082
2,17,38,0
2,18,38,0.003
2,19,38,0.0051
2,20,38,0
2,21,38,0
2,22,38,0
2,23,38,0
2,24,38,0
2,25,38,0
2,26,38,0
2,27,38,0
2,28,38,0
2,29,38,0
2,30,38,0
2,31,38,0
2,32,38,0
2,33,38,0
2,34,38,0
2,35,38,0
2,36,38,0
2,37,38,0
2,38,38,0
2,39,38,0
2,40,38,0
2,1,39,0.001
2,2,39,0.0015
2,3,39,0.0024
2,4,39,0
2,5,39,0
2,6,39,0
2,7,39,0
2,8,39,0
2,9,39,0
2,10,39,0
2,11,39,0.0019
2,12,39,0
2,13,39,0.0025
2,14,39,0
2,15,39,0.009
2,16,39,0
2,17,39,0
2,18,39,0
2,19,39,0
2,20,39,0
2,21,39,0
2,22,39,0.0055
2,23,39,0.0025
2,24,39,0
2,25,39,0
2,26,39,0
2,27,39,0
2,28,39,0
2,29,39,0
2,30,39,0
2,31,39,0
2,32,39,0
2,33,39,0
2,34,39,0
2,35,39,0
2,36,39,0
2,37,39,0
2,38,39,0
2,39,39,0
2,40,39,0
2,1,40,0.0028
2,2,40,0.0043
2,3,40,0.0071
2,4,40,0
2,5,40,0
2,6,40,0
2,7,40,0
2,8,40,0
2,9,40,0.0028
2,10,40,0
2,11,40,0.0015
2,12,40,0
2,13,40,0.0025
2,14,40,0.0075
2,15,40,0.0025
2,16,40,0.0025
2,17,40,0.0099
2,18,40,0.0063
2,19,40,0.0082
2,20,40,0
2,21,40,0
2,22,40,0.0126
2,23,40,0
2,24,40,0
2,25,40,0.0076
2,26,40,0
2,27,40,0
2,28,40,0
2,29,40,0
2,30,40,0
2,31,40,0
2,32,40,0
2,33,40,0
2,34,40,0
2,35,40,0
2,36,40,0
2,37,40,0
2,38,40,0
2,39,40,0
2,40,40,0
3,1,1,0
3,2,1,0
3,3,1,0
3,4,1,0
3,5,1,0
3,6,1,0
3,7,1,0
3,8,1,0
3,9,1,0
3,10,1,0
3,11,1,0
3,12,1,0
3,13,1,0
3,14,1,0
3,15,1,0
3,16,1,0
3,17,1,0
3,18,1,0
3,19,1,0
3,20,1,0
3,21,1,0
3,22,1,0
3,23,1,0
3,24,1,0
3,25,1,0
3,26,1,0
3,27,1,0
3,28,1,0
3,29,1,0
3,30,1,0
3,31,1,0
3,32,1,0
3,33,1,0
3,34,1,0
3,35,1,0
3,36,1,0
3,37,1,0
3,38,1,0
3,39,1,0
3,40,1,0
3,1,2,0
3,2,2,0
3,3,2,0
3,4,2,0
3,5,2,0
3,6,2,0
3,7,2,0
3,8,2,0
3,9,2,0
3,10,2,0
3,11,2,0
3,12,2,0
3,13,2,0
3,14,2,0
3,15,2,0
3,16,2,0
3,17,2,0
3,18,2,0
3,19,2,0
3,20,2,0
3,21,2,0
3,22,2,0
3,23,2,0
3,24,2,0
3,25,2,0
3,26,2,0
3,27,2,0
3,28,2,0
3,29,2,0
3,30,2,0
3,31,2,0
3,32,2,0
3,33,2,0
3,34,2,0
3,35,2,0
3,36,2,0
3,37,2,0
3,38,2,0
3,39,2,0
3,40,2,0
3,1,3,0
3,2,3,0
3,3,3,0
3,4,3,0
3,5,3,0
3,6,3,0
3,7,3,0
3,8,3,0
3,9,3,0
3,10,3,0
3,11,3,0
3,12,3,0
3,13,3,0
3,14,3,0
3,15,3,0
3,16,3,0
3,17,3,0
3,18,3,0
3,19,3,0
3,20,3,0
3,21,3,0
3,22,3,0
3,23,3,0
3,24,3,0
3,25,3,0
3,26,3,0
3,27,3,0
3,28,3,0
3,29,3,0
3,30,3,0
3,31,3,0
3,32,3,0
3,33,3,0
3,34,3,0
3,35,3,0
3,36,3,0
3,37,3,0
3,38,3,0
3,39,3,0
3,40,3,0
3,1,4,0
3,2,4,0
3,3,4,0
3,4,4,0
3,5,4,0
3,6,4,0
3,7,4,0
3,8,4,0
3,9,4,0
3,10,4,0
3,11,4,0
3,12,4,0
3,13,4,0
3,14,4,0
3,15,4,0
3,16,4,0
3,17,4,0
3,18,4,0
3,19,4,0
3,20,4,0
3,21,4,0
3,22,4,0
3,23,4,0
3,24,4,0
3,25,4,0
3,26,4,0
3,27,4,0
3,28,4,0
3,29,4,0
3,30,4,0
3,31,4,0
3,32,4,0
3,33,4,0
3,34,4,0
3,35,4,0
3,36,4,0
3,37,4,0
3,38,4,0
3,39,4,0
3,40,4,0
3,1,5,0
3,2,5,0
3,3,5,0
3,4,5,0
3,5,5,0
3,6,5,0
3,7,5,0
3,8,5,0
3,9,5,0
3,10,5,0
3,11,5,0
3,12,5,0
3,13,5,0
3,14,5,0
3,15,5,0
3,16,5,0
3,17,5,0
3,18,5,0
3,19,5,0
3,20,5,0
3,21,5,0
3,22,5,0
3,23,5,0
3,24,5,0
3,25,5,0
3,26,5,0
3,27,5,0
3,28,5,0
3,29,5,0
