tripmode,tourmode,purpose,value,grp_var
2,PNR-Transit,jdisc,0,jdisctourmode7
3,PNR-Transit,jdisc,0,jdisctourmode7
4,PNR-Transit,jdisc,0,jdisctourmode7
5,PNR-Transit,jdisc,0,jdisctourmode7
6,PNR-Transit,jdisc,0,jdisctourmode7
7,PNR-Transit,jdisc,0,jdisctourmode7
8,PNR-Transit,jdisc,0,jdisctourmode7
9,PNR-Transit,jdisc,0,jdisctourmode7
1,KNR-Transit,jdisc,0,jdisctourmode8
2,KNR-Transit,jdisc,0,jdisctourmode8
3,KNR-Transit,jdisc,0,jdisctourmode8
4,KNR-Transit,jdisc,0,jdisctourmode8
5,KNR-Transit,jdisc,0,jdisctourmode8
6,KNR-Transit,jdisc,0,jdisctourmode8
7,KNR-Transit,jdisc,0,jdisctourmode8
8,KNR-Transit,jdisc,0,jdisctourmode8
9,KNR-Transit,jdisc,0,jdisctourmode8
1,School Bus,jdisc,0,jdisctourmode9
2,School Bus,jdisc,0,jdisctourmode9
3,School Bus,jdisc,0,jdisctourmode9
4,School Bus,jdisc,0,jdisctourmode9
5,School Bus,jdisc,0,jdisctourmode9
6,School Bus,jdisc,0,jdisctourmode9
7,School Bus,jdisc,0,jdisctourmode9
8,School Bus,jdisc,0,jdisctourmode9
9,School Bus,jdisc,0,jdisctourmode9
1,Total,jdisc,77.79564737,jdiscTotal
2,Total,jdisc,117039.3968,jdiscTotal
3,Total,jdisc,69103.92495,jdiscTotal
4,Total,jdisc,27661.66953,jdiscTotal
5,Total,jdisc,87.21302733,jdiscTotal
6,Total,jdisc,0,jdiscTotal
7,Total,jdisc,0,jdiscTotal
8,Total,jdisc,0,jdiscTotal
9,Total,jdisc,0,jdiscTotal
1,Auto SOV,atwork,127559.0752,atworktourmode1
2,Auto SOV,atwork,0,atworktourmode1
3,Auto SOV,atwork,0,atworktourmode1
4,Auto SOV,atwork,3040.924796,atworktourmode1
5,Auto SOV,atwork,0,atworktourmode1
6,Auto SOV,atwork,0,atworktourmode1
7,Auto SOV,atwork,0,atworktourmode1
8,Auto SOV,atwork,0,atworktourmode1
9,Auto SOV,atwork,0,atworktourmode1
1,Auto 2 Person,atwork,5105.648213,atworktourmode2
2,Auto 2 Person,atwork,35353.66215,atworktourmode2
3,Auto 2 Person,atwork,0,atworktourmode2
4,Auto 2 Person,atwork,560.6896331,atworktourmode2
5,Auto 2 Person,atwork,0,atworktourmode2
6,Auto 2 Person,atwork,0,atworktourmode2
7,Auto 2 Person,atwork,0,atworktourmode2
8,Auto 2 Person,atwork,0,atworktourmode2
9,Auto 2 Person,atwork,0,atworktourmode2
1,Auto 3+ Person,atwork,695.5053653,atworktourmode3
2,Auto 3+ Person,atwork,1554.40649,atworktourmode3
3,Auto 3+ Person,atwork,11010.27039,atworktourmode3
4,Auto 3+ Person,atwork,629.8177513,atworktourmode3
5,Auto 3+ Person,atwork,0,atworktourmode3
6,Auto 3+ Person,atwork,0,atworktourmode3
7,Auto 3+ Person,atwork,0,atworktourmode3
8,Auto 3+ Person,atwork,0,atworktourmode3
9,Auto 3+ Person,atwork,0,atworktourmode3
1,Walk,atwork,0,atworktourmode4
2,Walk,atwork,0,atworktourmode4
3,Walk,atwork,0,atworktourmode4
4,Walk,atwork,60080,atworktourmode4
5,Walk,atwork,0,atworktourmode4
6,Walk,atwork,0,atworktourmode4
7,Walk,atwork,0,atworktourmode4
8,Walk,atwork,0,atworktourmode4
9,Walk,atwork,0,atworktourmode4
1,Bike/Moped,atwork,0,atworktourmode5
2,Bike/Moped,atwork,0,atworktourmode5
3,Bike/Moped,atwork,0,atworktourmode5
4,Bike/Moped,atwork,27.48303373,atworktourmode5
5,Bike/Moped,atwork,1162.516966,atworktourmode5
6,Bike/Moped,atwork,0,atworktourmode5
7,Bike/Moped,atwork,0,atworktourmode5
8,Bike/Moped,atwork,0,atworktourmode5
9,Bike/Moped,atwork,0,atworktourmode5
1,Walk-Transit,atwork,0,atworktourmode6
2,Walk-Transit,atwork,0.90411659,atworktourmode6
3,Walk-Transit,atwork,0.33900515,atworktourmode6
4,Walk-Transit,atwork,113.6412783,atworktourmode6
5,Walk-Transit,atwork,0,atworktourmode6
6,Walk-Transit,atwork,1175.1156,atworktourmode6
7,Walk-Transit,atwork,0,atworktourmode6
8,Walk-Transit,atwork,0,atworktourmode6
9,Walk-Transit,atwork,0,atworktourmode6
1,PNR-Transit,atwork,0,atworktourmode7
2,PNR-Transit,atwork,0,atworktourmode7
3,PNR-Transit,atwork,0,atworktourmode7
4,PNR-Transit,atwork,0,atworktourmode7
5,PNR-Transit,atwork,0,atworktourmode7
6,PNR-Transit,atwork,0,atworktourmode7
7,PNR-Transit,atwork,101.26776,atworktourmode7
8,PNR-Transit,atwork,0,atworktourmode7
9,PNR-Transit,atwork,0,atworktourmode7
1,KNR-Transit,atwork,0,atworktourmode8
2,KNR-Transit,atwork,0,atworktourmode8
3,KNR-Transit,atwork,0,atworktourmode8
4,KNR-Transit,atwork,0,atworktourmode8
5,KNR-Transit,atwork,0,atworktourmode8
6,KNR-Transit,atwork,0,atworktourmode8
7,KNR-Transit,atwork,0,atworktourmode8
8,KNR-Transit,atwork,0,atworktourmode8
9,KNR-Transit,atwork,0,atworktourmode8
1,School Bus,atwork,0,atworktourmode9
2,School Bus,atwork,0,atworktourmode9
3,School Bus,atwork,0,atworktourmode9
4,School Bus,atwork,0,atworktourmode9
5,School Bus,atwork,0,atworktourmode9
6,School Bus,atwork,0,atworktourmode9
7,School Bus,atwork,0,atworktourmode9
8,School Bus,atwork,0,atworktourmode9
9,School Bus,atwork,0,atworktourmode9
1,Total,atwork,133360.2288,atworkTotal
2,Total,atwork,36908.97276,atworkTotal
3,Total,atwork,11010.6094,atworkTotal
4,Total,atwork,64452.55649,atworkTotal
5,Total,atwork,1162.516966,atworkTotal
6,Total,atwork,1175.1156,atworkTotal
7,Total,atwork,101.26776,atworkTotal
8,Total,atwork,0,atworkTotal
9,Total,atwork,0,atworkTotal
1,Auto SOV,total,4733413.233,totaltourmode1
2,Auto SOV,total,0,totaltourmode1
3,Auto SOV,total,0,totaltourmode1
4,Auto SOV,total,147326.767,totaltourmode1
5,Auto SOV,total,0,totaltourmode1
6,Auto SOV,total,0,totaltourmode1
7,Auto SOV,total,0,totaltourmode1
8,Auto SOV,total,0,totaltourmode1
9,Auto SOV,total,0,totaltourmode1
1,Auto 2 Person,total,818876.9501,totaltourmode2
2,Auto 2 Person,total,2442697.567,totaltourmode2
3,Auto 2 Person,total,7010.236801,totaltourmode2
4,Auto 2 Person,total,103095.2464,totaltourmode2
5,Auto 2 Person,total,0,totaltourmode2
6,Auto 2 Person,total,0,totaltourmode2
7,Auto 2 Person,total,0,totaltourmode2
8,Auto 2 Person,total,0,totaltourmode2
9,Auto 2 Person,total,0,totaltourmode2
1,Auto 3+ Person,total,336189.1653,totaltourmode3
2,Auto 3+ Person,total,572688.7955,totaltourmode3
3,Auto 3+ Person,total,2350958.615,totaltourmode3
4,Auto 3+ Person,total,75543.42391,totaltourmode3
5,Auto 3+ Person,total,0,totaltourmode3
6,Auto 3+ Person,total,0,totaltourmode3
7,Auto 3+ Person,total,0,totaltourmode3
8,Auto 3+ Person,total,0,totaltourmode3
9,Auto 3+ Person,total,0,totaltourmode3
1,Walk,total,0,totaltourmode4
2,Walk,total,0,totaltourmode4
3,Walk,total,0,totaltourmode4
4,Walk,total,647560,totaltourmode4
5,Walk,total,0,totaltourmode4
6,Walk,total,0,totaltourmode4
7,Walk,total,0,totaltourmode4
8,Walk,total,0,totaltourmode4
9,Walk,total,0,totaltourmode4
1,Bike/Moped,total,15287.58749,totaltourmode5
2,Bike/Moped,total,10714.0258,totaltourmode5
3,Bike/Moped,total,2587.804814,totaltourmode5
4,Bike/Moped,total,3759.606392,totaltourmode5
5,Bike/Moped,total,99380.9755,totaltourmode5
6,Bike/Moped,total,0,totaltourmode5
7,Bike/Moped,total,0,totaltourmode5
8,Bike/Moped,total,0,totaltourmode5
9,Bike/Moped,total,0,totaltourmode5
1,Walk-Transit,total,0,totaltourmode6
2,Walk-Transit,total,8383.584263,totaltourmode6
3,Walk-Transit,total,3944.125987,totaltourmode6
4,Walk-Transit,total,23084.88982,totaltourmode6
5,Walk-Transit,total,233.3589811,totaltourmode6
6,Walk-Transit,total,158097.6827,totaltourmode6
7,Walk-Transit,total,0,totaltourmode6
8,Walk-Transit,total,0,totaltourmode6
9,Walk-Transit,total,1222.433886,totaltourmode6
1,PNR-Transit,total,2492.426814,totaltourmode7
2,PNR-Transit,total,2559.803817,totaltourmode7
3,PNR-Transit,total,765.1860168,totaltourmode7
4,PNR-Transit,total,719.6769106,totaltourmode7
5,PNR-Transit,total,28.50254459,totaltourmode7
6,PNR-Transit,total,2919.984289,totaltourmode7
7,PNR-Transit,total,9652.863791,totaltourmode7
8,PNR-Transit,total,33.74443951,totaltourmode7
9,PNR-Transit,total,0,totaltourmode7
1,KNR-Transit,total,0,totaltourmode8
2,KNR-Transit,total,9867.151359,totaltourmode8
3,KNR-Transit,total,6807.495363,totaltourmode8
4,KNR-Transit,total,3573.937407,totaltourmode8
5,KNR-Transit,total,0,totaltourmode8
6,KNR-Transit,total,10886.10348,totaltourmode8
7,KNR-Transit,total,0,totaltourmode8
8,KNR-Transit,total,20305.31239,totaltourmode8
9,KNR-Transit,total,0,totaltourmode8
1,School Bus,total,583.3080724,totaltourmode9
2,School Bus,total,6686.515142,totaltourmode9
3,School Bus,total,14094.82468,totaltourmode9
4,School Bus,total,186.097626,totaltourmode9
5,School Bus,total,0,totaltourmode9
6,School Bus,total,0,totaltourmode9
7,School Bus,total,0,totaltourmode9
8,School Bus,total,0,totaltourmode9
9,School Bus,total,88889.25448,totaltourmode9
1,Total,total,5906842.671,totalTotal
2,Total,total,3053597.443,totalTotal
3,Total,total,2386168.289,totalTotal
4,Total,total,1004849.645,totalTotal
5,Total,total,99642.83703,totalTotal
6,Total,total,171903.7704,totalTotal
7,Total,total,9652.863791,totalTotal
8,Total,total,20339.05683,totalTotal
9,Total,total,90111.68837,totalTotal
