tripmode,tourmode,purpose,value,grp_var
3,Total,jdisc,71208,jdiscTotal
4,Total,jdisc,28722,jdiscTotal
5,Total,jdisc,49,jdiscTotal
6,Total,jdisc,0,jdiscTotal
7,Total,jdisc,0,jdiscTotal
8,Total,jdisc,0,jdiscTotal
13,Total,jdisc,0,jdiscTotal
1,Auto SOV,atwork,128060,atworktourmode1
2,Auto SOV,atwork,0,atworktourmode1
3,Auto SOV,atwork,0,atworktourmode1
4,Auto SOV,atwork,0,atworktourmode1
5,Auto SOV,atwork,0,atworktourmode1
6,Auto SOV,atwork,0,atworktourmode1
7,Auto SOV,atwork,0,atworktourmode1
8,Auto SOV,atwork,0,atworktourmode1
13,Auto SOV,atwork,0,atworktourmode1
1,Auto 2 Person,atwork,5014,atworktourmode2
2,Auto 2 Person,atwork,34718,atworktourmode2
3,Auto 2 Person,atwork,0,atworktourmode2
4,Auto 2 Person,atwork,551,atworktourmode2
5,Auto 2 Person,atwork,0,atworktourmode2
6,Auto 2 Person,atwork,0,atworktourmode2
7,Auto 2 Person,atwork,0,atworktourmode2
8,Auto 2 Person,atwork,0,atworktourmode2
13,Auto 2 Person,atwork,0,atworktourmode2
1,Auto 3+ Person,atwork,567,atworktourmode3
2,Auto 3+ Person,atwork,1266,atworktourmode3
3,Auto 3+ Person,atwork,8969,atworktourmode3
4,Auto 3+ Person,atwork,513,atworktourmode3
5,Auto 3+ Person,atwork,0,atworktourmode3
6,Auto 3+ Person,atwork,0,atworktourmode3
7,Auto 3+ Person,atwork,0,atworktourmode3
8,Auto 3+ Person,atwork,0,atworktourmode3
13,Auto 3+ Person,atwork,0,atworktourmode3
1,Walk,atwork,0,atworktourmode4
2,Walk,atwork,0,atworktourmode4
3,Walk,atwork,0,atworktourmode4
4,Walk,atwork,72592,atworktourmode4
5,Walk,atwork,0,atworktourmode4
6,Walk,atwork,0,atworktourmode4
7,Walk,atwork,0,atworktourmode4
8,Walk,atwork,0,atworktourmode4
13,Walk,atwork,0,atworktourmode4
1,Bike/Moped,atwork,0,atworktourmode5
2,Bike/Moped,atwork,0,atworktourmode5
3,Bike/Moped,atwork,0,atworktourmode5
4,Bike/Moped,atwork,18,atworktourmode5
5,Bike/Moped,atwork,740,atworktourmode5
6,Bike/Moped,atwork,0,atworktourmode5
7,Bike/Moped,atwork,0,atworktourmode5
8,Bike/Moped,atwork,0,atworktourmode5
13,Bike/Moped,atwork,0,atworktourmode5
1,Walk-Transit,atwork,0,atworktourmode6
2,Walk-Transit,atwork,0,atworktourmode6
3,Walk-Transit,atwork,0,atworktourmode6
4,Walk-Transit,atwork,0,atworktourmode6
5,Walk-Transit,atwork,0,atworktourmode6
6,Walk-Transit,atwork,1175,atworktourmode6
7,Walk-Transit,atwork,0,atworktourmode6
8,Walk-Transit,atwork,0,atworktourmode6
13,Walk-Transit,atwork,0,atworktourmode6
1,PNR-Transit,atwork,0,atworktourmode7
2,PNR-Transit,atwork,0,atworktourmode7
3,PNR-Transit,atwork,0,atworktourmode7
4,PNR-Transit,atwork,0,atworktourmode7
5,PNR-Transit,atwork,0,atworktourmode7
6,PNR-Transit,atwork,0,atworktourmode7
7,PNR-Transit,atwork,101,atworktourmode7
8,PNR-Transit,atwork,0,atworktourmode7
13,PNR-Transit,atwork,0,atworktourmode7
1,KNR-Transit,atwork,0,atworktourmode8
2,KNR-Transit,atwork,0,atworktourmode8
3,KNR-Transit,atwork,0,atworktourmode8
4,KNR-Transit,atwork,0,atworktourmode8
5,KNR-Transit,atwork,0,atworktourmode8
6,KNR-Transit,atwork,0,atworktourmode8
7,KNR-Transit,atwork,0,atworktourmode8
8,KNR-Transit,atwork,0,atworktourmode8
13,KNR-Transit,atwork,0,atworktourmode8
1,School Bus,atwork,0,atworktourmode13
2,School Bus,atwork,0,atworktourmode13
3,School Bus,atwork,0,atworktourmode13
4,School Bus,atwork,0,atworktourmode13
5,School Bus,atwork,0,atworktourmode13
6,School Bus,atwork,0,atworktourmode13
7,School Bus,atwork,0,atworktourmode13
8,School Bus,atwork,0,atworktourmode13
13,School Bus,atwork,0,atworktourmode13
1,Total,atwork,133640,atworkTotal
2,Total,atwork,35984,atworkTotal
3,Total,atwork,8969,atworkTotal
4,Total,atwork,73673,atworkTotal
5,Total,atwork,740,atworkTotal
6,Total,atwork,1175,atworkTotal
7,Total,atwork,101,atworkTotal
8,Total,atwork,0,atworkTotal
13,Total,atwork,0,atworkTotal
1,Auto SOV,total,4866005,totaltourmode1
2,Auto SOV,total,0,totaltourmode1
3,Auto SOV,total,0,totaltourmode1
4,Auto SOV,total,0,totaltourmode1
5,Auto SOV,total,0,totaltourmode1
6,Auto SOV,total,0,totaltourmode1
7,Auto SOV,total,0,totaltourmode1
8,Auto SOV,total,0,totaltourmode1
13,Auto SOV,total,0,totaltourmode1
1,Auto 2 Person,total,813653,totaltourmode2
2,Auto 2 Person,total,2427352,totaltourmode2
3,Auto 2 Person,total,7057,totaltourmode2
4,Auto 2 Person,total,101298,totaltourmode2
5,Auto 2 Person,total,0,totaltourmode2
6,Auto 2 Person,total,0,totaltourmode2
7,Auto 2 Person,total,0,totaltourmode2
8,Auto 2 Person,total,0,totaltourmode2
13,Auto 2 Person,total,0,totaltourmode2
1,Auto 3+ Person,total,325107,totaltourmode3
2,Auto 3+ Person,total,565003,totaltourmode3
3,Auto 3+ Person,total,2323241,totaltourmode3
4,Auto 3+ Person,total,72988,totaltourmode3
5,Auto 3+ Person,total,0,totaltourmode3
6,Auto 3+ Person,total,0,totaltourmode3
7,Auto 3+ Person,total,0,totaltourmode3
8,Auto 3+ Person,total,0,totaltourmode3
13,Auto 3+ Person,total,0,totaltourmode3
1,Walk,total,0,totaltourmode4
2,Walk,total,0,totaltourmode4
3,Walk,total,0,totaltourmode4
4,Walk,total,698021,totaltourmode4
5,Walk,total,0,totaltourmode4
6,Walk,total,0,totaltourmode4
7,Walk,total,0,totaltourmode4
8,Walk,total,0,totaltourmode4
13,Walk,total,0,totaltourmode4
1,Bike/Moped,total,11985,totaltourmode5
2,Bike/Moped,total,8578,totaltourmode5
3,Bike/Moped,total,2070,totaltourmode5
4,Bike/Moped,total,3069,totaltourmode5
5,Bike/Moped,total,81955,totaltourmode5
6,Bike/Moped,total,0,totaltourmode5
7,Bike/Moped,total,0,totaltourmode5
8,Bike/Moped,total,0,totaltourmode5
13,Bike/Moped,total,0,totaltourmode5
1,Walk-Transit,total,0,totaltourmode6
2,Walk-Transit,total,3994,totaltourmode6
3,Walk-Transit,total,1204,totaltourmode6
4,Walk-Transit,total,12814,totaltourmode6
5,Walk-Transit,total,108,totaltourmode6
6,Walk-Transit,total,158098,totaltourmode6
7,Walk-Transit,total,0,totaltourmode6
8,Walk-Transit,total,0,totaltourmode6
13,Walk-Transit,total,836,totaltourmode6
1,PNR-Transit,total,4983,totaltourmode7
2,PNR-Transit,total,6008,totaltourmode7
3,PNR-Transit,total,2079,totaltourmode7
4,PNR-Transit,total,2004,totaltourmode7
5,PNR-Transit,total,129,totaltourmode7
6,PNR-Transit,total,2920,totaltourmode7
7,PNR-Transit,total,9653,totaltourmode7
8,PNR-Transit,total,34,totaltourmode7
13,PNR-Transit,total,0,totaltourmode7
1,KNR-Transit,total,0,totaltourmode8
2,KNR-Transit,total,15964,totaltourmode8
3,KNR-Transit,total,7666,totaltourmode8
4,KNR-Transit,total,12176,totaltourmode8
5,KNR-Transit,total,0,totaltourmode8
6,KNR-Transit,total,10886,totaltourmode8
7,KNR-Transit,total,0,totaltourmode8
8,KNR-Transit,total,20305,totaltourmode8
13,KNR-Transit,total,0,totaltourmode8
1,School Bus,total,756,totaltourmode13
2,School Bus,total,8671,totaltourmode13
3,School Bus,total,18278,totaltourmode13
4,School Bus,total,241,totaltourmode13
5,School Bus,total,0,totaltourmode13
6,School Bus,total,0,totaltourmode13
7,School Bus,total,0,totaltourmode13
8,School Bus,total,0,totaltourmode13
13,School Bus,total,115273,totaltourmode13
1,Total,total,6022488,totalTotal
2,Total,total,3035570,totalTotal
3,Total,total,2361596,totalTotal
4,Total,total,902612,totalTotal
5,Total,total,82193,totalTotal
6,Total,total,171904,totalTotal
7,Total,total,9653,totalTotal
8,Total,total,20339,totalTotal
13,Total,total,116109,totalTotal
1,TNC-Transit,work,0,worktourmode9
2,TNC-Transit,work,0,worktourmode9
3,TNC-Transit,work,0,worktourmode9
4,TNC-Transit,work,0,worktourmode9
5,TNC-Transit,work,0,worktourmode9
6,TNC-Transit,work,0,worktourmode9
7,TNC-Transit,work,0,worktourmode9
8,TNC-Transit,work,0,worktourmode9
9,TNC-Transit,work,0,worktourmode9
1,Taxi,work,0,worktourmode10
2,Taxi,work,0,worktourmode10
3,Taxi,work,0,worktourmode10
4,Taxi,work,0,worktourmode10
5,Taxi,work,0,worktourmode10
6,Taxi,work,0,worktourmode10
7,Taxi,work,0,worktourmode10
8,Taxi,work,0,worktourmode10
9,Taxi,work,0,worktourmode10
1,TNC-Single,work,0,worktourmode11
2,TNC-Single,work,0,worktourmode11
3,TNC-Single,work,0,worktourmode11
4,TNC-Single,work,0,worktourmode11
5,TNC-Single,work,0,worktourmode11
6,TNC-Single,work,0,worktourmode11
7,TNC-Single,work,0,worktourmode11
8,TNC-Single,work,0,worktourmode11
9,TNC-Single,work,0,worktourmode11
1,TNC-Shared,work,0,worktourmode12
2,TNC-Shared,work,0,worktourmode12
3,TNC-Shared,work,0,worktourmode12
4,TNC-Shared,work,0,worktourmode12
5,TNC-Shared,work,0,worktourmode12
6,TNC-Shared,work,0,worktourmode12
7,TNC-Shared,work,0,worktourmode12
8,TNC-Shared,work,0,worktourmode12
9,TNC-Shared,work,0,worktourmode12
1,TNC-Transit,univ,0,univtourmode9
2,TNC-Transit,univ,0,univtourmode9
3,TNC-Transit,univ,0,univtourmode9
4,TNC-Transit,univ,0,univtourmode9
5,TNC-Transit,univ,0,univtourmode9
6,TNC-Transit,univ,0,univtourmode9
7,TNC-Transit,univ,0,univtourmode9
8,TNC-Transit,univ,0,univtourmode9
9,TNC-Transit,univ,0,univtourmode9
1,Taxi,univ,0,univtourmode10
2,Taxi,univ,0,univtourmode10
3,Taxi,univ,0,univtourmode10
4,Taxi,univ,0,univtourmode10
5,Taxi,univ,0,univtourmode10
6,Taxi,univ,0,univtourmode10
7,Taxi,univ,0,univtourmode10
8,Taxi,univ,0,univtourmode10
9,Taxi,univ,0,univtourmode10
1,TNC-Single,univ,0,univtourmode11
2,TNC-Single,univ,0,univtourmode11
3,TNC-Single,univ,0,univtourmode11
4,TNC-Single,univ,0,univtourmode11
5,TNC-Single,univ,0,univtourmode11
6,TNC-Single,univ,0,univtourmode11
7,TNC-Single,univ,0,univtourmode11
8,TNC-Single,univ,0,univtourmode11
9,TNC-Single,univ,0,univtourmode11
1,TNC-Shared,univ,0,univtourmode12
2,TNC-Shared,univ,0,univtourmode12
3,TNC-Shared,univ,0,univtourmode12
4,TNC-Shared,univ,0,univtourmode12
5,TNC-Shared,univ,0,univtourmode12
6,TNC-Shared,univ,0,univtourmode12
7,TNC-Shared,univ,0,univtourmode12
8,TNC-Shared,univ,0,univtourmode12
9,TNC-Shared,univ,0,univtourmode12
1,TNC-Transit,schl,0,schltourmode9
2,TNC-Transit,schl,0,schltourmode9
3,TNC-Transit,schl,0,schltourmode9
4,TNC-Transit,schl,0,schltourmode9
5,TNC-Transit,schl,0,schltourmode9
6,TNC-Transit,schl,0,schltourmode9
7,TNC-Transit,schl,0,schltourmode9
8,TNC-Transit,schl,0,schltourmode9
9,TNC-Transit,schl,0,schltourmode9
1,Taxi,schl,0,schltourmode10
2,Taxi,schl,0,schltourmode10
3,Taxi,schl,0,schltourmode10
4,Taxi,schl,0,schltourmode10
5,Taxi,schl,0,schltourmode10
6,Taxi,schl,0,schltourmode10
7,Taxi,schl,0,schltourmode10
8,Taxi,schl,0,schltourmode10
9,Taxi,schl,0,schltourmode10
1,TNC-Single,schl,0,schltourmode11
2,TNC-Single,schl,0,schltourmode11
3,TNC-Single,schl,0,schltourmode11
4,TNC-Single,schl,0,schltourmode11
5,TNC-Single,schl,0,schltourmode11
6,TNC-Single,schl,0,schltourmode11
7,TNC-Single,schl,0,schltourmode11
8,TNC-Single,schl,0,schltourmode11
9,TNC-Single,schl,0,schltourmode11
1,TNC-Shared,schl,0,schltourmode12
2,TNC-Shared,schl,0,schltourmode12
3,TNC-Shared,schl,0,schltourmode12
4,TNC-Shared,schl,0,schltourmode12
5,TNC-Shared,schl,0,schltourmode12
6,TNC-Shared,schl,0,schltourmode12
7,TNC-Shared,schl,0,schltourmode12
8,TNC-Shared,schl,0,schltourmode12
9,TNC-Shared,schl,0,schltourmode12
1,TNC-Transit,imain,0,imaintourmode9
2,TNC-Transit,imain,0,imaintourmode9
3,TNC-Transit,imain,0,imaintourmode9
4,TNC-Transit,imain,0,imaintourmode9
5,TNC-Transit,imain,0,imaintourmode9
6,TNC-Transit,imain,0,imaintourmode9
7,TNC-Transit,imain,0,imaintourmode9
8,TNC-Transit,imain,0,imaintourmode9
9,TNC-Transit,imain,0,imaintourmode9
1,Taxi,imain,0,imaintourmode10
2,Taxi,imain,0,imaintourmode10
3,Taxi,imain,0,imaintourmode10
4,Taxi,imain,0,imaintourmode10
5,Taxi,imain,0,imaintourmode10
6,Taxi,imain,0,imaintourmode10
7,Taxi,imain,0,imaintourmode10
8,Taxi,imain,0,imaintourmode10
9,Taxi,imain,0,imaintourmode10
1,TNC-Single,imain,0,imaintourmode11
2,TNC-Single,imain,0,imaintourmode11
3,TNC-Single,imain,0,imaintourmode11
4,TNC-Single,imain,0,imaintourmode11
5,TNC-Single,imain,0,imaintourmode11
6,TNC-Single,imain,0,imaintourmode11
7,TNC-Single,imain,0,imaintourmode11
8,TNC-Single,imain,0,imaintourmode11
9,TNC-Single,imain,0,imaintourmode11
1,TNC-Shared,imain,0,imaintourmode12
2,TNC-Shared,imain,0,imaintourmode12
3,TNC-Shared,imain,0,imaintourmode12
4,TNC-Shared,imain,0,imaintourmode12
5,TNC-Shared,imain,0,imaintourmode12
6,TNC-Shared,imain,0,imaintourmode12
7,TNC-Shared,imain,0,imaintourmode12
8,TNC-Shared,imain,0,imaintourmode12
9,TNC-Shared,imain,0,imaintourmode12
1,TNC-Transit,idisc,0,idisctourmode9
2,TNC-Transit,idisc,0,idisctourmode9
3,TNC-Transit,idisc,0,idisctourmode9
4,TNC-Transit,idisc,0,idisctourmode9
5,TNC-Transit,idisc,0,idisctourmode9
6,TNC-Transit,idisc,0,idisctourmode9
7,TNC-Transit,idisc,0,idisctourmode9
8,TNC-Transit,idisc,0,idisctourmode9
9,TNC-Transit,idisc,0,idisctourmode9
1,Taxi,idisc,0,idisctourmode10
2,Taxi,idisc,0,idisctourmode10
3,Taxi,idisc,0,idisctourmode10
4,Taxi,idisc,0,idisctourmode10
5,Taxi,idisc,0,idisctourmode10
6,Taxi,idisc,0,idisctourmode10
7,Taxi,idisc,0,idisctourmode10
8,Taxi,idisc,0,idisctourmode10
9,Taxi,idisc,0,idisctourmode10
1,TNC-Single,idisc,0,idisctourmode11
2,TNC-Single,idisc,0,idisctourmode11
3,TNC-Single,idisc,0,idisctourmode11
4,TNC-Single,idisc,0,idisctourmode11
5,TNC-Single,idisc,0,idisctourmode11
6,TNC-Single,idisc,0,idisctourmode11
7,TNC-Single,idisc,0,idisctourmode11
8,TNC-Single,idisc,0,idisctourmode11
9,TNC-Single,idisc,0,idisctourmode11
1,TNC-Shared,idisc,0,idisctourmode12
2,TNC-Shared,idisc,0,idisctourmode12
3,TNC-Shared,idisc,0,idisctourmode12
4,TNC-Shared,idisc,0,idisctourmode12
5,TNC-Shared,idisc,0,idisctourmode12
6,TNC-Shared,idisc,0,idisctourmode12
7,TNC-Shared,idisc,0,idisctourmode12
8,TNC-Shared,idisc,0,idisctourmode12
9,TNC-Shared,idisc,0,idisctourmode12
1,TNC-Transit,jmain,0,jmaintourmode9
2,TNC-Transit,jmain,0,jmaintourmode9
3,TNC-Transit,jmain,0,jmaintourmode9
4,TNC-Transit,jmain,0,jmaintourmode9
5,TNC-Transit,jmain,0,jmaintourmode9
6,TNC-Transit,jmain,0,jmaintourmode9
7,TNC-Transit,jmain,0,jmaintourmode9
8,TNC-Transit,jmain,0,jmaintourmode9
9,TNC-Transit,jmain,0,jmaintourmode9
1,Taxi,jmain,0,jmaintourmode10
2,Taxi,jmain,0,jmaintourmode10
3,Taxi,jmain,0,jmaintourmode10
4,Taxi,jmain,0,jmaintourmode10
5,Taxi,jmain,0,jmaintourmode10
6,Taxi,jmain,0,jmaintourmode10
7,Taxi,jmain,0,jmaintourmode10
8,Taxi,jmain,0,jmaintourmode10
9,Taxi,jmain,0,jmaintourmode10
1,TNC-Single,jmain,0,jmaintourmode11
2,TNC-Single,jmain,0,jmaintourmode11
3,TNC-Single,jmain,0,jmaintourmode11
4,TNC-Single,jmain,0,jmaintourmode11
5,TNC-Single,jmain,0,jmaintourmode11
6,TNC-Single,jmain,0,jmaintourmode11
7,TNC-Single,jmain,0,jmaintourmode11
8,TNC-Single,jmain,0,jmaintourmode11
9,TNC-Single,jmain,0,jmaintourmode11
1,TNC-Shared,jmain,0,jmaintourmode12
2,TNC-Shared,jmain,0,jmaintourmode12
3,TNC-Shared,jmain,0,jmaintourmode12
4,TNC-Shared,jmain,0,jmaintourmode12
5,TNC-Shared,jmain,0,jmaintourmode12
6,TNC-Shared,jmain,0,jmaintourmode12
7,TNC-Shared,jmain,0,jmaintourmode12
8,TNC-Shared,jmain,0,jmaintourmode12
9,TNC-Shared,jmain,0,jmaintourmode12
1,TNC-Transit,jdisc,0,jdisctourmode9
2,TNC-Transit,jdisc,0,jdisctourmode9
3,TNC-Transit,jdisc,0,jdisctourmode9
4,TNC-Transit,jdisc,0,jdisctourmode9
5,TNC-Transit,jdisc,0,jdisctourmode9
6,TNC-Transit,jdisc,0,jdisctourmode9
7,TNC-Transit,jdisc,0,jdisctourmode9
8,TNC-Transit,jdisc,0,jdisctourmode9
9,TNC-Transit,jdisc,0,jdisctourmode9
1,Taxi,jdisc,0,jdisctourmode10
2,Taxi,jdisc,0,jdisctourmode10
3,Taxi,jdisc,0,jdisctourmode10
4,Taxi,jdisc,0,jdisctourmode10
5,Taxi,jdisc,0,jdisctourmode10
6,Taxi,jdisc,0,jdisctourmode10
7,Taxi,jdisc,0,jdisctourmode10
8,Taxi,jdisc,0,jdisctourmode10
9,Taxi,jdisc,0,jdisctourmode10
1,TNC-Single,jdisc,0,jdisctourmode11
2,TNC-Single,jdisc,0,jdisctourmode11
3,TNC-Single,jdisc,0,jdisctourmode11
4,TNC-Single,jdisc,0,jdisctourmode11
5,TNC-Single,jdisc,0,jdisctourmode11
6,TNC-Single,jdisc,0,jdisctourmode11
7,TNC-Single,jdisc,0,jdisctourmode11
8,TNC-Single,jdisc,0,jdisctourmode11
9,TNC-Single,jdisc,0,jdisctourmode11
1,TNC-Shared,jdisc,0,jdisctourmode12
2,TNC-Shared,jdisc,0,jdisctourmode12
3,TNC-Shared,jdisc,0,jdisctourmode12
4,TNC-Shared,jdisc,0,jdisctourmode12
5,TNC-Shared,jdisc,0,jdisctourmode12
6,TNC-Shared,jdisc,0,jdisctourmode12
7,TNC-Shared,jdisc,0,jdisctourmode12
8,TNC-Shared,jdisc,0,jdisctourmode12
9,TNC-Shared,jdisc,0,jdisctourmode12
1,TNC-Transit,atwork,0,atworktourmode9
2,TNC-Transit,atwork,0,atworktourmode9
3,TNC-Transit,atwork,0,atworktourmode9
4,TNC-Transit,atwork,0,atworktourmode9
5,TNC-Transit,atwork,0,atworktourmode9
6,TNC-Transit,atwork,0,atworktourmode9
7,TNC-Transit,atwork,0,atworktourmode9
8,TNC-Transit,atwork,0,atworktourmode9
9,TNC-Transit,atwork,0,atworktourmode9
1,Taxi,atwork,0,atworktourmode10
2,Taxi,atwork,0,atworktourmode10
3,Taxi,atwork,0,atworktourmode10
4,Taxi,atwork,0,atworktourmode10
5,Taxi,atwork,0,atworktourmode10
6,Taxi,atwork,0,atworktourmode10
7,Taxi,atwork,0,atworktourmode10
8,Taxi,atwork,0,atworktourmode10
9,Taxi,atwork,0,atworktourmode10
1,TNC-Single,atwork,0,atworktourmode11
2,TNC-Single,atwork,0,atworktourmode11
3,TNC-Single,atwork,0,atworktourmode11
4,TNC-Single,atwork,0,atworktourmode11
5,TNC-Single,atwork,0,atworktourmode11
6,TNC-Single,atwork,0,atworktourmode11
7,TNC-Single,atwork,0,atworktourmode11
8,TNC-Single,atwork,0,atworktourmode11
9,TNC-Single,atwork,0,atworktourmode11
1,TNC-Shared,atwork,0,atworktourmode12
2,TNC-Shared,atwork,0,atworktourmode12
3,TNC-Shared,atwork,0,atworktourmode12
4,TNC-Shared,atwork,0,atworktourmode12
5,TNC-Shared,atwork,0,atworktourmode12
6,TNC-Shared,atwork,0,atworktourmode12
7,TNC-Shared,atwork,0,atworktourmode12
8,TNC-Shared,atwork,0,atworktourmode12
9,TNC-Shared,atwork,0,atworktourmode12
1,TNC-Transit,total,0,totaltourmode9
2,TNC-Transit,total,0,totaltourmode9
3,TNC-Transit,total,0,totaltourmode9
4,TNC-Transit,total,0,totaltourmode9
5,TNC-Transit,total,0,totaltourmode9
6,TNC-Transit,total,0,totaltourmode9
7,TNC-Transit,total,0,totaltourmode9
8,TNC-Transit,total,0,totaltourmode9
9,TNC-Transit,total,0,totaltourmode9
1,Taxi,total,0,totaltourmode10
2,Taxi,total,0,totaltourmode10
3,Taxi,total,0,totaltourmode10
4,Taxi,total,0,totaltourmode10
5,Taxi,total,0,totaltourmode10
6,Taxi,total,0,totaltourmode10
7,Taxi,total,0,totaltourmode10
8,Taxi,total,0,totaltourmode10
9,Taxi,total,0,totaltourmode10
1,TNC-Single,total,0,totaltourmode11
2,TNC-Single,total,0,totaltourmode11
3,TNC-Single,total,0,totaltourmode11
4,TNC-Single,total,0,totaltourmode11
5,TNC-Single,total,0,totaltourmode11
6,TNC-Single,total,0,totaltourmode11
7,TNC-Single,total,0,totaltourmode11
8,TNC-Single,total,0,totaltourmode11
9,TNC-Single,total,0,totaltourmode11
1,TNC-Shared,total,0,totaltourmode12
2,TNC-Shared,total,0,totaltourmode12
3,TNC-Shared,total,0,totaltourmode12
4,TNC-Shared,total,0,totaltourmode12
5,TNC-Shared,total,0,totaltourmode12
6,TNC-Shared,total,0,totaltourmode12
7,TNC-Shared,total,0,totaltourmode12
8,TNC-Shared,total,0,totaltourmode12
9,TNC-Shared,total,0,totaltourmode12
10,Auto SOV,work,0,worktourmode1
11,Auto SOV,work,0,worktourmode1
12,Auto SOV,work,0,worktourmode1
13,Auto SOV,work,0,worktourmode1
10,Auto 2 Person,work,0,worktourmode2
11,Auto 2 Person,work,0,worktourmode2
12,Auto 2 Person,work,0,worktourmode2
13,Auto 2 Person,work,0,worktourmode2
10,Auto 3+ Person,work,0,worktourmode3
11,Auto 3+ Person,work,0,worktourmode3
12,Auto 3+ Person,work,0,worktourmode3
13,Auto 3+ Person,work,0,worktourmode3
10,Walk,work,0,worktourmode4
11,Walk,work,0,worktourmode4
12,Walk,work,0,worktourmode4
13,Walk,work,0,worktourmode4
10,Bike/Moped,work,0,worktourmode5
11,Bike/Moped,work,0,worktourmode5
12,Bike/Moped,work,0,worktourmode5
13,Bike/Moped,work,0,worktourmode5
10,Walk-Transit,work,0,worktourmode6
11,Walk-Transit,work,0,worktourmode6
12,Walk-Transit,work,0,worktourmode6
13,Walk-Transit,work,0,worktourmode6
10,PNR-Transit,work,0,worktourmode7
11,PNR-Transit,work,0,worktourmode7
12,PNR-Transit,work,0,worktourmode7
13,PNR-Transit,work,0,worktourmode7
10,KNR-Transit,work,0,worktourmode8
11,KNR-Transit,work,0,worktourmode8
12,KNR-Transit,work,0,worktourmode8
13,KNR-Transit,work,0,worktourmode8
10,TNC-Transit,work,0,worktourmode9
11,TNC-Transit,work,0,worktourmode9
12,TNC-Transit,work,0,worktourmode9
13,TNC-Transit,work,0,worktourmode9
10,Taxi,work,0,worktourmode10
11,Taxi,work,0,worktourmode10
12,Taxi,work,0,worktourmode10
13,Taxi,work,0,worktourmode10
10,TNC-Single,work,0,worktourmode11
11,TNC-Single,work,0,worktourmode11
12,TNC-Single,work,0,worktourmode11
13,TNC-Single,work,0,worktourmode11
10,TNC-Shared,work,0,worktourmode12
11,TNC-Shared,work,0,worktourmode12
12,TNC-Shared,work,0,worktourmode12
13,TNC-Shared,work,0,worktourmode12
10,Total,work,0,workTotal
11,Total,work,0,workTotal
12,Total,work,0,workTotal
13,Total,work,0,workTotal
10,Auto SOV,univ,0,univtourmode1
11,Auto SOV,univ,0,univtourmode1
12,Auto SOV,univ,0,univtourmode1
13,Auto SOV,univ,0,univtourmode1
10,Auto 2 Person,univ,0,univtourmode2
11,Auto 2 Person,univ,0,univtourmode2
12,Auto 2 Person,univ,0,univtourmode2
13,Auto 2 Person,univ,0,univtourmode2
10,Auto 3+ Person,univ,0,univtourmode3
11,Auto 3+ Person,univ,0,univtourmode3
12,Auto 3+ Person,univ,0,univtourmode3
13,Auto 3+ Person,univ,0,univtourmode3
10,Walk,univ,0,univtourmode4
11,Walk,univ,0,univtourmode4
12,Walk,univ,0,univtourmode4
13,Walk,univ,0,univtourmode4
10,Bike/Moped,univ,0,univtourmode5
11,Bike/Moped,univ,0,univtourmode5
12,Bike/Moped,univ,0,univtourmode5
13,Bike/Moped,univ,0,univtourmode5
10,Walk-Transit,univ,0,univtourmode6
11,Walk-Transit,univ,0,univtourmode6
12,Walk-Transit,univ,0,univtourmode6
13,Walk-Transit,univ,0,univtourmode6
10,PNR-Transit,univ,0,univtourmode7
11,PNR-Transit,univ,0,univtourmode7
12,PNR-Transit,univ,0,univtourmode7
13,PNR-Transit,univ,0,univtourmode7
10,KNR-Transit,univ,0,univtourmode8
11,KNR-Transit,univ,0,univtourmode8
12,KNR-Transit,univ,0,univtourmode8
13,KNR-Transit,univ,0,univtourmode8
10,TNC-Transit,univ,0,univtourmode9
11,TNC-Transit,univ,0,univtourmode9
12,TNC-Transit,univ,0,univtourmode9
13,TNC-Transit,univ,0,univtourmode9
10,Taxi,univ,0,univtourmode10
11,Taxi,univ,0,univtourmode10
12,Taxi,univ,0,univtourmode10
13,Taxi,univ,0,univtourmode10
10,TNC-Single,univ,0,univtourmode11
11,TNC-Single,univ,0,univtourmode11
12,TNC-Single,univ,0,univtourmode11
13,TNC-Single,univ,0,univtourmode11
10,TNC-Shared,univ,0,univtourmode12
11,TNC-Shared,univ,0,univtourmode12
12,TNC-Shared,univ,0,univtourmode12
13,TNC-Shared,univ,0,univtourmode12
10,Total,univ,0,univTotal
11,Total,univ,0,univTotal
12,Total,univ,0,univTotal
13,Total,univ,0,univTotal
10,Auto SOV,schl,0,schltourmode1
11,Auto SOV,schl,0,schltourmode1
12,Auto SOV,schl,0,schltourmode1
13,Auto SOV,schl,0,schltourmode1
10,Auto 2 Person,schl,0,schltourmode2
11,Auto 2 Person,schl,0,schltourmode2
12,Auto 2 Person,schl,0,schltourmode2
13,Auto 2 Person,schl,0,schltourmode2
10,Auto 3+ Person,schl,0,schltourmode3
11,Auto 3+ Person,schl,0,schltourmode3
12,Auto 3+ Person,schl,0,schltourmode3
13,Auto 3+ Person,schl,0,schltourmode3
10,Walk,schl,0,schltourmode4
11,Walk,schl,0,schltourmode4
12,Walk,schl,0,schltourmode4
13,Walk,schl,0,schltourmode4
10,Bike/Moped,schl,0,schltourmode5
11,Bike/Moped,schl,0,schltourmode5
12,Bike/Moped,schl,0,schltourmode5
13,Bike/Moped,schl,0,schltourmode5
10,Walk-Transit,schl,0,schltourmode6
11,Walk-Transit,schl,0,schltourmode6
12,Walk-Transit,schl,0,schltourmode6
