Establishment_ID,Industry_No,Industry_Name,LUZ,MGRA,Employees,Size_Class
5510,8,IFR,24,4181,55,5
5511,8,IFR,24,4181,54,5
5512,8,IFR,25,20,1,1
5513,8,IFR,25,344,1,1
5514,8,IFR,25,344,1,1
5515,8,IFR,25,344,1,1
5516,8,IFR,25,344,1,1
5517,8,IFR,25,344,1,1
5518,8,IFR,25,344,1,1
5519,8,IFR,25,344,1,1
5520,8,IFR,25,344,1,1
5521,8,IFR,25,344,1,1
5522,8,IFR,25,425,1,1
5523,8,IFR,25,425,2,1
5524,8,IFR,25,425,2,1
5525,8,IFR,25,425,1,1
5526,8,IFR,25,425,3,1
5527,8,IFR,25,573,1,1
5528,8,IFR,25,583,3,1
5529,8,IFR,25,583,5,2
5530,8,IFR,25,583,3,1
5531,8,IFR,25,583,4,1
5532,8,IFR,25,678,6,2
5533,8,IFR,25,874,1,1
5534,8,IFR,25,1007,2,1
5535,8,IFR,25,1134,2,1
5536,8,IFR,25,1378,1,1
5537,8,IFR,25,1731,2,1
5538,8,IFR,25,1783,4,1
5539,8,IFR,25,1783,5,2
5540,8,IFR,25,1783,6,2
5541,8,IFR,25,1783,6,2
5542,8,IFR,25,1783,5,2
5543,8,IFR,25,1783,7,2
5544,8,IFR,25,1921,4,1
5545,8,IFR,25,1984,7,2
5546,8,IFR,25,1984,7,2
5547,8,IFR,25,2266,6,2
5548,8,IFR,25,2266,11,3
5549,8,IFR,25,2266,24,4
5550,8,IFR,25,2702,1,1
5551,8,IFR,25,3304,34,4
5552,8,IFR,25,3476,3,1
5553,8,IFR,25,3673,4,1
5554,8,IFR,25,3877,6,2
5555,8,IFR,25,5459,13,3
5556,8,IFR,25,5734,1,1
5557,8,IFR,25,6704,22,4
5558,8,IFR,25,6704,22,4
5559,8,IFR,25,6704,24,4
5560,8,IFR,25,7238,1,1
5561,8,IFR,25,7760,8,2
5562,8,IFR,25,10735,3,1
5563,8,IFR,25,10737,4,1
5564,8,IFR,25,11010,3,1
5565,8,IFR,26,294,10,3
5566,8,IFR,26,394,1,1
5567,8,IFR,26,394,1,1
5568,8,IFR,26,394,1,1
5569,8,IFR,26,394,1,1
5570,8,IFR,26,394,1,1
5571,8,IFR,26,394,1,1
5572,8,IFR,26,394,1,1
5573,8,IFR,26,394,1,1
5574,8,IFR,26,394,1,1
5575,8,IFR,26,394,1,1
5576,8,IFR,26,394,2,1
5577,8,IFR,26,394,1,1
5578,8,IFR,26,394,1,1
5579,8,IFR,26,394,1,1
5580,8,IFR,26,394,1,1
5581,8,IFR,26,394,1,1
5582,8,IFR,26,394,1,1
5583,8,IFR,26,394,20,4
5584,8,IFR,26,554,4,1
5585,8,IFR,26,648,1,1
5586,8,IFR,26,811,10,3
5587,8,IFR,26,1029,1,1
5588,8,IFR,26,1048,48,4
5589,8,IFR,26,1190,1,1
5590,8,IFR,26,1362,1,1
5591,8,IFR,26,1414,1,1
5592,8,IFR,26,1463,2,1
5593,8,IFR,26,1610,8,2
5594,8,IFR,26,1776,1,1
5595,8,IFR,26,2073,1,1
5596,8,IFR,26,2293,4,1
5597,8,IFR,26,2486,9,2
5598,8,IFR,26,2967,1,1
5599,8,IFR,26,3025,6,2
5600,8,IFR,26,3200,4,1
5601,8,IFR,26,3263,25,4
5602,8,IFR,26,3660,1,1
5603,8,IFR,26,3763,1,1
5604,8,IFR,26,6216,2,1
5605,8,IFR,26,6456,1,1
5606,8,IFR,26,8031,13,3
5607,8,IFR,26,8143,1,1
5608,8,IFR,26,8183,5,2
5609,8,IFR,26,11012,6,2
5610,8,IFR,26,11014,9,2
5611,8,IFR,27,58,1,1
5612,8,IFR,27,226,1,1
5613,8,IFR,27,226,1,1
5614,8,IFR,27,499,3,1
5615,8,IFR,27,542,2,1
5616,8,IFR,27,752,1,1
5617,8,IFR,27,1503,8,2
5618,8,IFR,27,1803,2,1
5619,8,IFR,27,1963,18,3
5620,8,IFR,27,2377,1,1
5621,8,IFR,27,2433,1,1
5622,8,IFR,27,2774,2,1
5623,8,IFR,27,2799,5,2
5624,8,IFR,27,2829,2,1
5625,8,IFR,27,2840,1,1
5626,8,IFR,27,3295,2,1
5627,8,IFR,27,3364,3,1
5628,8,IFR,27,3756,2,1
5629,8,IFR,27,3762,1,1
5630,8,IFR,27,4947,3,1
5631,8,IFR,27,5916,1,1
5632,8,IFR,27,6547,1,1
5633,8,IFR,27,7261,1,1
5634,8,IFR,27,7698,2,1
5635,8,IFR,27,8154,2,1
5636,8,IFR,27,8316,1,1
5637,8,IFR,27,8500,1,1
5638,8,IFR,27,9070,3,1
5639,8,IFR,27,9073,1,1
5640,8,IFR,27,10553,1,1
5641,8,IFR,27,10557,1,1
5642,8,IFR,27,10721,1,1
5643,8,IFR,27,14403,4,1
5644,8,IFR,28,2,1,1
5645,8,IFR,28,2,1,1
5646,8,IFR,28,2,1,1
5647,8,IFR,28,2,1,1
5648,8,IFR,28,2,1,1
5649,8,IFR,28,2,1,1
5650,8,IFR,28,2,1,1
5651,8,IFR,28,2,1,1
5652,8,IFR,28,2,1,1
5653,8,IFR,28,2,1,1
5654,8,IFR,28,2,1,1
5655,8,IFR,28,2,1,1
5656,8,IFR,28,2,1,1
5657,8,IFR,28,2,1,1
5658,8,IFR,28,2,1,1
5659,8,IFR,28,2,1,1
5660,8,IFR,28,2,1,1
5661,8,IFR,28,2,1,1
5662,8,IFR,28,2,1,1
5663,8,IFR,28,2,1,1
5664,8,IFR,28,2,1,1
5665,8,IFR,28,2,1,1
5666,8,IFR,28,2,1,1
5667,8,IFR,28,2,1,1
5668,8,IFR,28,2,1,1
5669,8,IFR,28,2,1,1
5670,8,IFR,28,2,1,1
5671,8,IFR,28,2,1,1
5672,8,IFR,28,2,1,1
5673,8,IFR,28,2,1,1
5674,8,IFR,28,2,1,1
5675,8,IFR,28,2,1,1
5676,8,IFR,28,2,1,1
5677,8,IFR,28,2,1,1
5678,8,IFR,28,2,1,1
5679,8,IFR,28,2,1,1
5680,8,IFR,28,2,1,1
5681,8,IFR,28,2,1,1
5682,8,IFR,28,2,1,1
5683,8,IFR,28,2,1,1
5684,8,IFR,28,2,1,1
5685,8,IFR,28,2,1,1
5686,8,IFR,28,2,1,1
5687,8,IFR,28,2,1,1
5688,8,IFR,28,2,1,1
5689,8,IFR,28,2,1,1
5690,8,IFR,28,2,1,1
5691,8,IFR,28,2,1,1
5692,8,IFR,28,25,1,1
5693,8,IFR,28,25,1,1
5694,8,IFR,28,36,1,1
5695,8,IFR,28,36,1,1
5696,8,IFR,28,36,1,1
5697,8,IFR,28,36,1,1
5698,8,IFR,28,36,1,1
5699,8,IFR,28,36,1,1
5700,8,IFR,28,36,1,1
5701,8,IFR,28,36,1,1
5702,8,IFR,28,36,1,1
5703,8,IFR,28,36,1,1
5704,8,IFR,28,36,1,1
5705,8,IFR,28,36,1,1
5706,8,IFR,28,36,1,1
5707,8,IFR,28,36,1,1
5708,8,IFR,28,36,1,1
5709,8,IFR,28,36,1,1
5710,8,IFR,28,36,1,1
5711,8,IFR,28,36,1,1
5712,8,IFR,28,36,1,1
5713,8,IFR,28,36,1,1
5714,8,IFR,28,36,1,1
5715,8,IFR,28,36,1,1
5716,8,IFR,28,36,1,1
5717,8,IFR,28,36,1,1
5718,8,IFR,28,36,1,1
5719,8,IFR,28,36,1,1
5720,8,IFR,28,36,1,1
5721,8,IFR,28,36,1,1
5722,8,IFR,28,36,1,1
5723,8,IFR,28,36,1,1
5724,8,IFR,28,36,1,1
5725,8,IFR,28,36,1,1
5726,8,IFR,28,36,1,1
5727,8,IFR,28,36,1,1
5728,8,IFR,28,36,1,1
5729,8,IFR,28,36,1,1
5730,8,IFR,28,36,1,1
5731,8,IFR,28,36,1,1
5732,8,IFR,28,36,1,1
5733,8,IFR,28,36,1,1
5734,8,IFR,28,36,1,1
5735,8,IFR,28,36,1,1
5736,8,IFR,28,36,1,1
5737,8,IFR,28,36,1,1
5738,8,IFR,28,36,1,1
5739,8,IFR,28,36,1,1
5740,8,IFR,28,36,1,1
5741,8,IFR,28,36,1,1
5742,8,IFR,28,36,1,1
5743,8,IFR,28,36,1,1
5744,8,IFR,28,36,1,1
5745,8,IFR,28,36,1,1
5746,8,IFR,28,36,1,1
5747,8,IFR,28,36,1,1
5748,8,IFR,28,36,1,1
5749,8,IFR,28,36,1,1
5750,8,IFR,28,36,1,1
5751,8,IFR,28,36,1,1
5752,8,IFR,28,36,1,1
5753,8,IFR,28,36,1,1
5754,8,IFR,28,36,1,1
5755,8,IFR,28,36,1,1
5756,8,IFR,28,36,1,1
5757,8,IFR,28,36,1,1
5758,8,IFR,28,36,1,1
5759,8,IFR,28,36,1,1
5760,8,IFR,28,36,1,1
5761,8,IFR,28,36,1,1
5762,8,IFR,28,36,1,1
5763,8,IFR,28,36,1,1
5764,8,IFR,28,36,1,1
5765,8,IFR,28,36,1,1
5766,8,IFR,28,36,1,1
5767,8,IFR,28,36,1,1
5768,8,IFR,28,36,1,1
5769,8,IFR,28,36,1,1
5770,8,IFR,28,36,1,1
5771,8,IFR,28,36,1,1
5772,8,IFR,28,36,1,1
5773,8,IFR,28,36,1,1
5774,8,IFR,28,36,1,1
5775,8,IFR,28,36,1,1
5776,8,IFR,28,36,1,1
5777,8,IFR,28,36,1,1
5778,8,IFR,28,36,1,1
5779,8,IFR,28,36,1,1
5780,8,IFR,28,36,1,1
5781,8,IFR,28,36,1,1
5782,8,IFR,28,36,1,1
5783,8,IFR,28,36,1,1
5784,8,IFR,28,36,1,1
5785,8,IFR,28,36,1,1
5786,8,IFR,28,36,1,1
5787,8,IFR,28,36,1,1
5788,8,IFR,28,36,1,1
5789,8,IFR,28,36,1,1
5790,8,IFR,28,36,1,1
5791,8,IFR,28,36,1,1
5792,8,IFR,28,36,1,1
5793,8,IFR,28,36,1,1
5794,8,IFR,28,36,1,1
5795,8,IFR,28,36,1,1
5796,8,IFR,28,36,1,1
5797,8,IFR,28,36,1,1
5798,8,IFR,28,36,1,1
5799,8,IFR,28,36,1,1
5800,8,IFR,28,36,1,1
5801,8,IFR,28,36,1,1
5802,8,IFR,28,36,1,1
5803,8,IFR,28,36,1,1
5804,8,IFR,28,36,1,1
5805,8,IFR,28,36,1,1
5806,8,IFR,28,36,1,1
5807,8,IFR,28,36,1,1
5808,8,IFR,28,36,1,1
5809,8,IFR,28,36,1,1
5810,8,IFR,28,36,1,1
5811,8,IFR,28,36,1,1
5812,8,IFR,28,36,1,1
5813,8,IFR,28,36,1,1
5814,8,IFR,28,36,1,1
5815,8,IFR,28,36,1,1
5816,8,IFR,28,36,1,1
5817,8,IFR,28,36,1,1
5818,8,IFR,28,36,1,1
5819,8,IFR,28,36,1,1
5820,8,IFR,28,36,1,1
5821,8,IFR,28,36,1,1
5822,8,IFR,28,36,1,1
5823,8,IFR,28,36,1,1
5824,8,IFR,28,36,1,1
5825,8,IFR,28,36,1,1
5826,8,IFR,28,36,1,1
5827,8,IFR,28,36,1,1
5828,8,IFR,28,36,1,1
5829,8,IFR,28,36,1,1
5830,8,IFR,28,36,1,1
5831,8,IFR,28,36,1,1
5832,8,IFR,28,36,1,1
5833,8,IFR,28,36,1,1
5834,8,IFR,28,36,1,1
5835,8,IFR,28,36,1,1
5836,8,IFR,28,36,1,1
5837,8,IFR,28,36,1,1
5838,8,IFR,28,36,1,1
5839,8,IFR,28,36,1,1
5840,8,IFR,28,36,1,1
5841,8,IFR,28,36,1,1
5842,8,IFR,28,36,1,1
5843,8,IFR,28,36,1,1
5844,8,IFR,28,36,1,1
5845,8,IFR,28,36,1,1
5846,8,IFR,28,36,1,1
5847,8,IFR,28,36,1,1
5848,8,IFR,28,36,1,1
5849,8,IFR,28,36,1,1
5850,8,IFR,28,36,1,1
5851,8,IFR,28,36,1,1
5852,8,IFR,28,36,1,1
5853,8,IFR,28,36,1,1
5854,8,IFR,28,36,1,1
5855,8,IFR,28,36,1,1
5856,8,IFR,28,36,1,1
5857,8,IFR,28,36,1,1
5858,8,IFR,28,36,1,1
5859,8,IFR,28,36,1,1
5860,8,IFR,28,36,1,1
5861,8,IFR,28,36,1,1
5862,8,IFR,28,36,1,1
5863,8,IFR,28,36,1,1
5864,8,IFR,28,36,1,1
5865,8,IFR,28,36,1,1
5866,8,IFR,28,36,1,1
5867,8,IFR,28,36,1,1
5868,8,IFR,28,36,1,1
5869,8,IFR,28,36,1,1
5870,8,IFR,28,36,1,1
5871,8,IFR,28,36,1,1
5872,8,IFR,28,36,1,1
5873,8,IFR,28,36,1,1
5874,8,IFR,28,36,1,1
5875,8,IFR,28,36,1,1
5876,8,IFR,28,36,1,1
5877,8,IFR,28,36,1,1
5878,8,IFR,28,36,1,1
5879,8,IFR,28,36,1,1
5880,8,IFR,28,36,1,1
5881,8,IFR,28,36,1,1
5882,8,IFR,28,36,1,1
5883,8,IFR,28,36,1,1
5884,8,IFR,28,36,1,1
5885,8,IFR,28,36,1,1
5886,8,IFR,28,36,1,1
5887,8,IFR,28,36,1,1
5888,8,IFR,28,36,1,1
5889,8,IFR,28,36,1,1
5890,8,IFR,28,36,1,1
5891,8,IFR,28,36,1,1
5892,8,IFR,28,36,1,1
5893,8,IFR,28,36,1,1
5894,8,IFR,28,36,1,1
5895,8,IFR,28,36,1,1
5896,8,IFR,28,36,1,1
5897,8,IFR,28,36,1,1
5898,8,IFR,28,36,1,1
5899,8,IFR,28,36,1,1
5900,8,IFR,28,36,1,1
5901,8,IFR,28,36,1,1
5902,8,IFR,28,36,1,1
5903,8,IFR,28,36,1,1
5904,8,IFR,28,36,1,1
5905,8,IFR,28,36,1,1
5906,8,IFR,28,36,1,1
5907,8,IFR,28,36,1,1
5908,8,IFR,28,36,1,1
5909,8,IFR,28,36,1,1
5910,8,IFR,28,36,1,1
5911,8,IFR,28,36,1,1
5912,8,IFR,28,36,1,1
5913,8,IFR,28,36,1,1
5914,8,IFR,28,36,1,1
5915,8,IFR,28,36,1,1
5916,8,IFR,28,36,1,1
5917,8,IFR,28,36,1,1
5918,8,IFR,28,36,1,1
5919,8,IFR,28,36,1,1
5920,8,IFR,28,36,1,1
5921,8,IFR,28,36,1,1
5922,8,IFR,28,36,1,1
5923,8,IFR,28,36,1,1
5924,8,IFR,28,36,1,1
5925,8,IFR,28,36,1,1
5926,8,IFR,28,36,1,1
5927,8,IFR,28,36,1,1
5928,8,IFR,28,36,1,1
5929,8,IFR,28,36,1,1
5930,8,IFR,28,36,1,1
5931,8,IFR,28,36,1,1
5932,8,IFR,28,36,1,1
5933,8,IFR,28,36,1,1
5934,8,IFR,28,36,1,1
5935,8,IFR,28,36,1,1
5936,8,IFR,28,36,1,1
5937,8,IFR,28,36,1,1
5938,8,IFR,28,36,1,1
5939,8,IFR,28,36,1,1
5940,8,IFR,28,36,1,1
5941,8,IFR,28,36,1,1
5942,8,IFR,28,36,1,1
5943,8,IFR,28,36,1,1
5944,8,IFR,28,36,1,1
5945,8,IFR,28,36,1,1
5946,8,IFR,28,36,1,1
5947,8,IFR,28,36,1,1
5948,8,IFR,28,36,1,1
5949,8,IFR,28,36,1,1
5950,8,IFR,28,36,1,1
5951,8,IFR,28,36,1,1
5952,8,IFR,28,36,1,1
5953,8,IFR,28,36,1,1
5954,8,IFR,28,36,1,1
5955,8,IFR,28,36,1,1
5956,8,IFR,28,36,1,1
5957,8,IFR,28,36,1,1
5958,8,IFR,28,36,1,1
5959,8,IFR,28,36,1,1
5960,8,IFR,28,36,1,1
5961,8,IFR,28,36,1,1
5962,8,IFR,28,36,1,1
5963,8,IFR,28,36,1,1
5964,8,IFR,28,36,1,1
5965,8,IFR,28,36,1,1
5966,8,IFR,28,36,1,1
5967,8,IFR,28,36,1,1
5968,8,IFR,28,36,1,1
5969,8,IFR,28,36,1,1
5970,8,IFR,28,36,1,1
5971,8,IFR,28,36,1,1
5972,8,IFR,28,36,1,1
5973,8,IFR,28,36,1,1
5974,8,IFR,28,36,1,1
5975,8,IFR,28,36,1,1
5976,8,IFR,28,36,1,1
5977,8,IFR,28,36,1,1
5978,8,IFR,28,36,1,1
5979,8,IFR,28,36,1,1
5980,8,IFR,28,36,1,1
5981,8,IFR,28,36,1,1
5982,8,IFR,28,36,1,1
5983,8,IFR,28,36,1,1
5984,8,IFR,28,36,1,1
5985,8,IFR,28,36,1,1
5986,8,IFR,28,36,1,1
5987,8,IFR,28,36,1,1
5988,8,IFR,28,36,1,1
5989,8,IFR,28,36,1,1
5990,8,IFR,28,36,1,1
5991,8,IFR,28,36,1,1
5992,8,IFR,28,36,1,1
5993,8,IFR,28,36,1,1
5994,8,IFR,28,36,1,1
5995,8,IFR,28,36,1,1
5996,8,IFR,28,36,1,1
5997,8,IFR,28,36,1,1
5998,8,IFR,28,36,1,1
5999,8,IFR,28,36,1,1
6000,8,IFR,28,36,1,1
6001,8,IFR,28,36,1,1
6002,8,IFR,28,36,1,1
6003,8,IFR,28,36,1,1
6004,8,IFR,28,36,1,1
6005,8,IFR,28,36,1,1
6006,8,IFR,28,36,1,1
6007,8,IFR,28,36,1,1
6008,8,IFR,28,36,1,1
6009,8,IFR,28,36,1,1
6010,8,IFR,28,36,1,1
6011,8,IFR,28,36,1,1
6012,8,IFR,28,36,1,1
6013,8,IFR,28,36,1,1
6014,8,IFR,28,36,1,1
6015,8,IFR,28,36,1,1
6016,8,IFR,28,36,1,1
6017,8,IFR,28,36,1,1
6018,8,IFR,28,36,1,1
6019,8,IFR,28,36,1,1
6020,8,IFR,28,36,1,1
6021,8,IFR,28,36,1,1
6022,8,IFR,28,36,1,1
6023,8,IFR,28,36,1,1
6024,8,IFR,28,36,1,1
6025,8,IFR,28,36,1,1
6026,8,IFR,28,36,1,1
6027,8,IFR,28,36,1,1
6028,8,IFR,28,36,1,1
6029,8,IFR,28,36,1,1
6030,8,IFR,28,36,1,1
6031,8,IFR,28,36,1,1
6032,8,IFR,28,36,1,1
6033,8,IFR,28,36,1,1
6034,8,IFR,28,36,1,1
6035,8,IFR,28,36,1,1
6036,8,IFR,28,36,1,1
6037,8,IFR,28,36,1,1
6038,8,IFR,28,36,1,1
6039,8,IFR,28,36,1,1
6040,8,IFR,28,36,1,1
6041,8,IFR,28,36,1,1
6042,8,IFR,28,36,1,1
6043,8,IFR,28,36,1,1
6044,8,IFR,28,36,1,1
6045,8,IFR,28,36,1,1
6046,8,IFR,28,36,1,1
6047,8,IFR,28,36,1,1
6048,8,IFR,28,36,1,1
6049,8,IFR,28,36,1,1
6050,8,IFR,28,36,1,1
6051,8,IFR,28,36,1,1
6052,8,IFR,28,36,1,1
6053,8,IFR,28,36,1,1
6054,8,IFR,28,36,1,1
6055,8,IFR,28,36,1,1
6056,8,IFR,28,36,1,1
6057,8,IFR,28,36,1,1
6058,8,IFR,28,36,1,1
6059,8,IFR,28,36,1,1
6060,8,IFR,28,36,1,1
6061,8,IFR,28,36,1,1
6062,8,IFR,28,36,1,1
6063,8,IFR,28,36,1,1
6064,8,IFR,28,36,1,1
6065,8,IFR,28,36,1,1
6066,8,IFR,28,36,1,1
6067,8,IFR,28,36,1,1
6068,8,IFR,28,36,1,1
6069,8,IFR,28,36,1,1
6070,8,IFR,28,36,1,1
6071,8,IFR,28,36,1,1
6072,8,IFR,28,36,1,1
6073,8,IFR,28,36,1,1
6074,8,IFR,28,36,1,1
6075,8,IFR,28,36,1,1
6076,8,IFR,28,36,1,1
6077,8,IFR,28,36,1,1
6078,8,IFR,28,36,1,1
6079,8,IFR,28,36,1,1
6080,8,IFR,28,36,1,1
6081,8,IFR,28,36,1,1
6082,8,IFR,28,36,1,1
6083,8,IFR,28,36,1,1
6084,8,IFR,28,36,1,1
6085,8,IFR,28,36,1,1
6086,8,IFR,28,36,1,1
6087,8,IFR,28,36,1,1
6088,8,IFR,28,36,1,1
6089,8,IFR,28,36,1,1
6090,8,IFR,28,36,1,1
6091,8,IFR,28,36,1,1
6092,8,IFR,28,36,1,1
6093,8,IFR,28,36,1,1
6094,8,IFR,28,36,1,1
6095,8,IFR,28,36,1,1
6096,8,IFR,28,36,1,1
6097,8,IFR,28,36,1,1
6098,8,IFR,28,36,1,1
6099,8,IFR,28,36,1,1
6100,8,IFR,28,36,1,1
6101,8,IFR,28,36,1,1
6102,8,IFR,28,36,1,1
6103,8,IFR,28,36,1,1
6104,8,IFR,28,36,1,1
6105,8,IFR,28,36,1,1
6106,8,IFR,28,36,1,1
6107,8,IFR,28,36,1,1
6108,8,IFR,28,36,1,1
6109,8,IFR,28,36,1,1
6110,8,IFR,28,36,1,1
6111,8,IFR,28,36,1,1
6112,8,IFR,28,36,1,1
6113,8,IFR,28,36,1,1
6114,8,IFR,28,36,1,1
6115,8,IFR,28,36,1,1
6116,8,IFR,28,36,1,1
6117,8,IFR,28,36,1,1
6118,8,IFR,28,36,1,1
6119,8,IFR,28,36,1,1
6120,8,IFR,28,36,1,1
6121,8,IFR,28,36,1,1
6122,8,IFR,28,36,1,1
6123,8,IFR,28,36,1,1
6124,8,IFR,28,36,1,1
6125,8,IFR,28,36,1,1
6126,8,IFR,28,36,1,1
6127,8,IFR,28,36,1,1
6128,8,IFR,28,36,1,1
6129,8,IFR,28,36,1,1
6130,8,IFR,28,36,1,1
6131,8,IFR,28,36,1,1
6132,8,IFR,28,36,1,1
6133,8,IFR,28,36,1,1
6134,8,IFR,28,36,1,1
6135,8,IFR,28,36,1,1
6136,8,IFR,28,36,1,1
6137,8,IFR,28,36,1,1
6138,8,IFR,28,36,1,1
6139,8,IFR,28,36,1,1
6140,8,IFR,28,36,1,1
6141,8,IFR,28,36,1,1
6142,8,IFR,28,36,1,1
6143,8,IFR,28,36,1,1
6144,8,IFR,28,36,1,1
6145,8,IFR,28,36,1,1
6146,8,IFR,28,36,1,1
6147,8,IFR,28,36,1,1
6148,8,IFR,28,36,1,1
6149,8,IFR,28,36,1,1
6150,8,IFR,28,36,1,1
6151,8,IFR,28,36,1,1
6152,8,IFR,28,36,1,1
6153,8,IFR,28,36,1,1
6154,8,IFR,28,36,1,1
6155,8,IFR,28,36,1,1
6156,8,IFR,28,36,1,1
6157,8,IFR,28,36,1,1
6158,8,IFR,28,36,1,1
6159,8,IFR,28,36,1,1
6160,8,IFR,28,36,1,1
6161,8,IFR,28,36,1,1
6162,8,IFR,28,36,1,1
6163,8,IFR,28,36,1,1
6164,8,IFR,28,36,1,1
6165,8,IFR,28,36,1,1
6166,8,IFR,28,36,1,1
6167,8,IFR,28,36,1,1
6168,8,IFR,28,36,1,1
6169,8,IFR,28,36,1,1
6170,8,IFR,28,36,1,1
6171,8,IFR,28,36,1,1
6172,8,IFR,28,36,1,1
6173,8,IFR,28,36,1,1
6174,8,IFR,28,36,1,1
6175,8,IFR,28,36,1,1
6176,8,IFR,28,36,1,1
6177,8,IFR,28,36,1,1
6178,8,IFR,28,36,1,1
6179,8,IFR,28,36,1,1
6180,8,IFR,28,36,1,1
6181,8,IFR,28,36,1,1
6182,8,IFR,28,36,1,1
6183,8,IFR,28,36,1,1
6184,8,IFR,28,36,1,1
6185,8,IFR,28,36,1,1
6186,8,IFR,28,36,1,1
6187,8,IFR,28,36,1,1
6188,8,IFR,28,36,1,1
6189,8,IFR,28,36,1,1
6190,8,IFR,28,36,1,1
6191,8,IFR,28,36,1,1
6192,8,IFR,28,36,1,1
6193,8,IFR,28,36,1,1
6194,8,IFR,28,36,1,1
6195,8,IFR,28,36,1,1
6196,8,IFR,28,36,1,1
6197,8,IFR,28,36,1,1
6198,8,IFR,28,36,1,1
6199,8,IFR,28,36,1,1
6200,8,IFR,28,36,1,1
6201,8,IFR,28,36,1,1
6202,8,IFR,28,36,1,1
6203,8,IFR,28,36,1,1
6204,8,IFR,28,36,1,1
6205,8,IFR,28,36,1,1
6206,8,IFR,28,36,1,1
6207,8,IFR,28,36,1,1
6208,8,IFR,28,36,1,1
6209,8,IFR,28,36,1,1
6210,8,IFR,28,36,1,1
6211,8,IFR,28,36,1,1
6212,8,IFR,28,36,1,1
6213,8,IFR,28,36,1,1
6214,8,IFR,28,36,1,1
6215,8,IFR,28,36,1,1
6216,8,IFR,28,36,1,1
6217,8,IFR,28,36,1,1
6218,8,IFR,28,36,1,1
6219,8,IFR,28,36,1,1
6220,8,IFR,28,36,1,1
6221,8,IFR,28,36,1,1
6222,8,IFR,28,36,1,1
6223,8,IFR,28,36,1,1
6224,8,IFR,28,36,1,1
6225,8,IFR,28,36,1,1
6226,8,IFR,28,36,1,1
6227,8,IFR,28,36,1,1
6228,8,IFR,28,36,1,1
6229,8,IFR,28,36,1,1
6230,8,IFR,28,36,1,1
6231,8,IFR,28,36,1,1
6232,8,IFR,28,36,1,1
6233,8,IFR,28,36,1,1
6234,8,IFR,28,36,1,1
6235,8,IFR,28,36,1,1
6236,8,IFR,28,36,1,1
6237,8,IFR,28,36,1,1
6238,8,IFR,28,36,1,1
6239,8,IFR,28,36,1,1
6240,8,IFR,28,36,1,1
6241,8,IFR,28,36,1,1
6242,8,IFR,28,36,1,1
6243,8,IFR,28,36,1,1
6244,8,IFR,28,36,1,1
6245,8,IFR,28,36,1,1
6246,8,IFR,28,36,1,1
6247,8,IFR,28,36,1,1
6248,8,IFR,28,36,1,1
6249,8,IFR,28,36,1,1
6250,8,IFR,28,36,1,1
6251,8,IFR,28,36,1,1
6252,8,IFR,28,36,1,1
6253,8,IFR,28,36,1,1
6254,8,IFR,28,36,1,1
6255,8,IFR,28,36,1,1
6256,8,IFR,28,36,1,1
6257,8,IFR,28,36,1,1
6258,8,IFR,28,36,1,1
6259,8,IFR,28,36,1,1
6260,8,IFR,28,36,1,1
6261,8,IFR,28,36,1,1
6262,8,IFR,28,36,1,1
6263,8,IFR,28,36,1,1
6264,8,IFR,28,36,1,1
6265,8,IFR,28,36,1,1
6266,8,IFR,28,36,1,1
6267,8,IFR,28,36,1,1
6268,8,IFR,28,36,1,1
6269,8,IFR,28,36,1,1
6270,8,IFR,28,36,1,1
6271,8,IFR,28,36,1,1
6272,8,IFR,28,36,1,1
6273,8,IFR,28,36,1,1
6274,8,IFR,28,36,1,1
6275,8,IFR,28,36,1,1
6276,8,IFR,28,36,1,1
6277,8,IFR,28,36,1,1
6278,8,IFR,28,36,1,1
6279,8,IFR,28,36,1,1
6280,8,IFR,28,36,1,1
6281,8,IFR,28,36,1,1
6282,8,IFR,28,36,1,1
6283,8,IFR,28,36,1,1
6284,8,IFR,28,36,1,1
6285,8,IFR,28,36,1,1
6286,8,IFR,28,36,1,1
6287,8,IFR,28,36,1,1
6288,8,IFR,28,36,1,1
6289,8,IFR,28,36,1,1
6290,8,IFR,28,36,1,1
6291,8,IFR,28,36,1,1
6292,8,IFR,28,36,1,1
6293,8,IFR,28,36,1,1
6294,8,IFR,28,36,1,1
6295,8,IFR,28,36,1,1
6296,8,IFR,28,36,1,1
6297,8,IFR,28,36,1,1
6298,8,IFR,28,36,1,1
6299,8,IFR,28,36,1,1
6300,8,IFR,28,36,1,1
6301,8,IFR,28,36,1,1
6302,8,IFR,28,36,1,1
6303,8,IFR,28,36,1,1
6304,8,IFR,28,36,1,1
6305,8,IFR,28,36,1,1
6306,8,IFR,28,36,1,1
6307,8,IFR,28,36,1,1
6308,8,IFR,28,36,1,1
6309,8,IFR,28,36,1,1
6310,8,IFR,28,36,1,1
6311,8,IFR,28,36,1,1
6312,8,IFR,28,36,1,1
6313,8,IFR,28,36,1,1
6314,8,IFR,28,36,1,1
6315,8,IFR,28,36,1,1
6316,8,IFR,28,36,1,1
6317,8,IFR,28,36,1,1
6318,8,IFR,28,36,1,1
6319,8,IFR,28,36,1,1
6320,8,IFR,28,36,1,1
6321,8,IFR,28,36,1,1
6322,8,IFR,28,36,1,1
6323,8,IFR,28,36,1,1
6324,8,IFR,28,36,1,1
6325,8,IFR,28,36,1,1
